Source,Target,Type,Weight,edge_type,layer,source_label,target_label
7072,22432,Undirected,1.0,inter,F3-C3<->CZ-PZ,F3-C3_t672,CZ-PZ_t672
3573,3574,Undirected,1.0,intra,T7-P7,T7-P7_t1013,T7-P7_t1014
21658,24218,Undirected,1.0,inter,FZ-CZ<->P7-T7,FZ-CZ_t1178,P7-T7_t1178
19860,26260,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t660,FT9-FT10_t660
4175,15695,Undirected,1.0,inter,P7-O1<->FP2-F8,P7-O1_t335,FP2-F8_t335
11438,11447,Undirected,1.0,intra,FP2-F4,FP2-F4_t1198,FP2-F4_t1207
10568,27208,Undirected,1.0,inter,FP2-F4<->FT10-T8,FP2-F4_t328,FT10-T8_t328
17490,27730,Undirected,1.0,inter,F8-T8<->FT10-T8,F8-T8_t850,FT10-T8_t850
24814,24830,Undirected,1.0,intra,T7-FT9,T7-FT9_t494,T7-FT9_t510
17365,17387,Undirected,1.0,intra,F8-T8,F8-T8_t725,F8-T8_t747
785,13585,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t785,C4-P4_t785
12628,26708,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t1108,FT9-FT10_t1108
18084,18099,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t164,T8-P8-0_t179
1699,27299,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t419,FT10-T8_t419
8573,12413,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t893,F4-C4_t893
3203,27523,Undirected,1.0,inter,T7-P7<->FT10-T8,T7-P7_t643,FT10-T8_t643
9355,9356,Undirected,1.0,intra,P3-O1,P3-O1_t395,P3-O1_t396
9603,14723,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t643,P4-O2_t643
7414,12534,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t1014,F4-C4_t1014
25605,26885,Undirected,1.0,inter,FT9-FT10<->FT10-T8,FT9-FT10_t5,FT10-T8_t5
23567,23568,Undirected,1.0,intra,P7-T7,P7-T7_t527,P7-T7_t528
19614,26014,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t414,FT9-FT10_t414
3875,26915,Undirected,1.0,inter,P7-O1<->FT10-T8,P7-O1_t35,FT10-T8_t35
15288,21688,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t1208,FZ-CZ_t1208
1124,3684,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t1124,T7-P7_t1124
5782,27542,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t662,FT10-T8_t662
306,308,Undirected,1.0,intra,FP1-F7,FP1-F7_t306,FP1-F7_t308
8532,25172,Undirected,1.0,inter,C3-P3<->T7-FT9,C3-P3_t852,T7-FT9_t852
19782,22342,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t582,CZ-PZ_t582
19623,19631,Undirected,1.0,intra,P8-O2,P8-O2_t423,P8-O2_t431
6162,11282,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t1042,FP2-F4_t1042
5137,19217,Undirected,1.0,inter,FP1-F3<->P8-O2,FP1-F3_t17,P8-O2_t17
16321,20161,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t961,P8-O2_t961
1739,15819,Undirected,1.0,inter,F7-T7<->FP2-F8,F7-T7_t459,FP2-F8_t459
3231,21151,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t671,FZ-CZ_t671
12301,18701,Undirected,1.0,inter,F4-C4<->T8-P8-0,F4-C4_t781,T8-P8-0_t781
6704,7136,Undirected,1.0,intra,F3-C3,F3-C3_t304,F3-C3_t736
8401,8477,Undirected,1.0,intra,C3-P3,C3-P3_t721,C3-P3_t797
539,540,Undirected,1.0,intra,FP1-F7,FP1-F7_t539,FP1-F7_t540
19804,19805,Undirected,1.0,intra,P8-O2,P8-O2_t604,P8-O2_t605
15246,21646,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t1166,FZ-CZ_t1166
9424,23504,Undirected,1.0,inter,P3-O1<->P7-T7,P3-O1_t464,P7-T7_t464
13632,16192,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t832,FP2-F8_t832
13687,14967,Undirected,1.0,inter,C4-P4<->P4-O2,C4-P4_t887,P4-O2_t887
3721,22921,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t1161,CZ-PZ_t1161
9999,11279,Undirected,1.0,inter,P3-O1<->FP2-F4,P3-O1_t1039,FP2-F4_t1039
11247,22767,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t1007,CZ-PZ_t1007
1934,8334,Undirected,1.0,inter,F7-T7<->C3-P3,F7-T7_t654,C3-P3_t654
6189,29229,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t1069,T8-P8-1_t1069
10473,10474,Undirected,1.0,intra,FP2-F4,FP2-F4_t233,FP2-F4_t234
11058,16178,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t818,FP2-F8_t818
12787,26867,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t1267,FT9-FT10_t1267
17867,17868,Undirected,1.0,intra,F8-T8,F8-T8_t1227,F8-T8_t1228
14089,14115,Undirected,1.0,intra,P4-O2,P4-O2_t9,P4-O2_t35
12788,19188,Undirected,1.0,inter,F4-C4<->T8-P8-0,F4-C4_t1268,T8-P8-0_t1268
19608,19620,Undirected,1.0,intra,P8-O2,P8-O2_t408,P8-O2_t420
22262,27382,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t502,FT10-T8_t502
2140,27740,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t860,FT10-T8_t860
7065,7066,Undirected,1.0,intra,F3-C3,F3-C3_t665,F3-C3_t666
17403,22523,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t763,CZ-PZ_t763
13320,21000,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t520,FZ-CZ_t520
25870,25906,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t270,FT9-FT10_t306
9394,11954,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t434,F4-C4_t434
1600,11840,Undirected,1.0,inter,F7-T7<->F4-C4,F7-T7_t320,F4-C4_t320
12279,18679,Undirected,1.0,inter,F4-C4<->T8-P8-0,F4-C4_t759,T8-P8-0_t759
3164,18524,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t604,T8-P8-0_t604
2837,23317,Undirected,1.0,inter,T7-P7<->P7-T7,T7-P7_t277,P7-T7_t277
4338,4351,Undirected,1.0,intra,P7-O1,P7-O1_t498,P7-O1_t511
2039,23799,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t759,P7-T7_t759
3257,4537,Undirected,1.0,inter,T7-P7<->P7-O1,T7-P7_t697,P7-O1_t697
6239,29279,Undirected,1.0,inter,FP1-F3<->T8-P8-1,FP1-F3_t1119,T8-P8-1_t1119
5073,5074,Undirected,1.0,intra,P7-O1,P7-O1_t1233,P7-O1_t1234
7709,19229,Undirected,1.0,inter,C3-P3<->P8-O2,C3-P3_t29,P8-O2_t29
7043,12163,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t643,F4-C4_t643
11820,11946,Undirected,1.0,intra,F4-C4,F4-C4_t300,F4-C4_t426
17053,27293,Undirected,1.0,inter,F8-T8<->FT10-T8,F8-T8_t413,FT10-T8_t413
2193,2227,Undirected,1.0,intra,F7-T7,F7-T7_t913,F7-T7_t947
10685,15805,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t445,FP2-F8_t445
21837,23117,Undirected,1.0,inter,CZ-PZ<->P7-T7,CZ-PZ_t77,P7-T7_t77
6340,11460,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t1220,FP2-F4_t1220
3275,9675,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t715,P3-O1_t715
6810,17050,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t410,F8-T8_t410
17118,28638,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t478,T8-P8-1_t478
12250,14810,Undirected,1.0,inter,F4-C4<->P4-O2,F4-C4_t730,P4-O2_t730
3419,18779,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t859,T8-P8-0_t859
8589,21389,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t909,FZ-CZ_t909
16144,25104,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t784,T7-FT9_t784
7531,26731,Undirected,1.0,inter,F3-C3<->FT9-FT10,F3-C3_t1131,FT9-FT10_t1131
7464,27944,Undirected,1.0,inter,F3-C3<->FT10-T8,F3-C3_t1064,FT10-T8_t1064
16658,23058,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t18,P7-T7_t18
23315,23370,Undirected,1.0,intra,P7-T7,P7-T7_t275,P7-T7_t330
8211,17171,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t531,F8-T8_t531
7528,11368,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t1128,FP2-F4_t1128
7957,10517,Undirected,1.0,inter,C3-P3<->FP2-F4,C3-P3_t277,FP2-F4_t277
16254,27774,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t894,FT10-T8_t894
21856,26976,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t96,FT10-T8_t96
4883,15123,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t1043,P4-O2_t1043
6740,22100,Undirected,1.0,inter,F3-C3<->CZ-PZ,F3-C3_t340,CZ-PZ_t340
1018,15098,Undirected,1.0,inter,FP1-F7<->P4-O2,FP1-F7_t1018,P4-O2_t1018
9281,11841,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t321,F4-C4_t321
21903,24463,Undirected,1.0,inter,CZ-PZ<->T7-FT9,CZ-PZ_t143,T7-FT9_t143
3697,3698,Undirected,1.0,intra,T7-P7,T7-P7_t1137,T7-P7_t1138
27964,27965,Undirected,1.0,intra,FT10-T8,FT10-T8_t1084,FT10-T8_t1085
26001,28561,Undirected,1.0,inter,FT9-FT10<->T8-P8-1,FT9-FT10_t401,T8-P8-1_t401
7497,10057,Undirected,1.0,inter,F3-C3<->P3-O1,F3-C3_t1097,P3-O1_t1097
11148,13708,Undirected,1.0,inter,FP2-F4<->C4-P4,FP2-F4_t908,C4-P4_t908
2854,5414,Undirected,1.0,inter,T7-P7<->FP1-F3,T7-P7_t294,FP1-F3_t294
4488,5768,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t648,FP1-F3_t648
8707,8731,Undirected,1.0,intra,C3-P3,C3-P3_t1027,C3-P3_t1051
14827,26347,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t747,FT9-FT10_t747
10226,12786,Undirected,1.0,inter,P3-O1<->F4-C4,P3-O1_t1266,F4-C4_t1266
22179,27299,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t419,FT10-T8_t419
3532,15052,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t972,P4-O2_t972
23270,27110,Undirected,1.0,inter,P7-T7<->FT10-T8,P7-T7_t230,FT10-T8_t230
9080,24440,Undirected,1.0,inter,P3-O1<->T7-FT9,P3-O1_t120,T7-FT9_t120
16066,19906,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t706,P8-O2_t706
550,13350,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t550,C4-P4_t550
17624,18904,Undirected,1.0,inter,F8-T8<->T8-P8-0,F8-T8_t984,T8-P8-0_t984
18670,23790,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t750,P7-T7_t750
16530,26770,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t1170,FT9-FT10_t1170
264,9224,Undirected,1.0,inter,FP1-F7<->P3-O1,FP1-F7_t264,P3-O1_t264
8322,10882,Undirected,1.0,inter,C3-P3<->FP2-F4,C3-P3_t642,FP2-F4_t642
12754,25554,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t1234,T7-FT9_t1234
2594,15394,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t34,FP2-F8_t34
11276,16396,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t1036,FP2-F8_t1036
2683,24443,Undirected,1.0,inter,T7-P7<->T7-FT9,T7-P7_t123,T7-FT9_t123
7568,7569,Undirected,1.0,intra,F3-C3,F3-C3_t1168,F3-C3_t1169
19584,28544,Undirected,1.0,inter,P8-O2<->T8-P8-1,P8-O2_t384,T8-P8-1_t384
3509,12469,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t949,F4-C4_t949
12940,25740,Undirected,1.0,inter,C4-P4<->FT9-FT10,C4-P4_t140,FT9-FT10_t140
358,2918,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t358,T7-P7_t358
439,4279,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t439,P7-O1_t439
17290,21130,Undirected,1.0,inter,F8-T8<->FZ-CZ,F8-T8_t650,FZ-CZ_t650
9745,19985,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t785,P8-O2_t785
7293,11133,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t893,FP2-F4_t893
13532,22492,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t732,CZ-PZ_t732
16387,29187,Undirected,1.0,inter,FP2-F8<->T8-P8-1,FP2-F8_t1027,T8-P8-1_t1027
12285,25085,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t765,T7-FT9_t765
10415,15535,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t175,FP2-F8_t175
9099,9102,Undirected,1.0,intra,P3-O1,P3-O1_t139,P3-O1_t142
15233,29313,Undirected,1.0,inter,P4-O2<->T8-P8-1,P4-O2_t1153,T8-P8-1_t1153
9310,9311,Undirected,1.0,intra,P3-O1,P3-O1_t350,P3-O1_t351
7674,28154,Undirected,1.0,inter,F3-C3<->FT10-T8,F3-C3_t1274,FT10-T8_t1274
10111,22911,Undirected,1.0,inter,P3-O1<->CZ-PZ,P3-O1_t1151,CZ-PZ_t1151
14294,25814,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t214,FT9-FT10_t214
22270,22271,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t510,CZ-PZ_t511
2031,28911,Undirected,1.0,inter,F7-T7<->T8-P8-1,F7-T7_t751,T8-P8-1_t751
8592,26512,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t912,FT9-FT10_t912
8367,21167,Undirected,1.0,inter,C3-P3<->FZ-CZ,C3-P3_t687,FZ-CZ_t687
18018,20578,Undirected,1.0,inter,T8-P8-0<->FZ-CZ,T8-P8-0_t98,FZ-CZ_t98
5647,13327,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t527,C4-P4_t527
4627,9747,Undirected,1.0,inter,P7-O1<->P3-O1,P7-O1_t787,P3-O1_t787
22351,28751,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t591,T8-P8-1_t591
15885,27405,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t525,FT10-T8_t525
16440,17720,Undirected,1.0,inter,FP2-F8<->F8-T8,FP2-F8_t1080,F8-T8_t1080
14812,14817,Undirected,1.0,intra,P4-O2,P4-O2_t732,P4-O2_t737
5268,9108,Undirected,1.0,inter,FP1-F3<->P3-O1,FP1-F3_t148,P3-O1_t148
7548,15228,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t1148,P4-O2_t1148
7293,29053,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t893,T8-P8-1_t893
9969,27889,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t1009,FT10-T8_t1009
9971,27891,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t1011,FT10-T8_t1011
17824,21664,Undirected,1.0,inter,F8-T8<->FZ-CZ,F8-T8_t1184,FZ-CZ_t1184
11154,14994,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t914,P4-O2_t914
20191,25311,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t991,T7-FT9_t991
892,6012,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t892,FP1-F3_t892
6087,8647,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t967,C3-P3_t967
6248,26728,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t1128,FT9-FT10_t1128
6479,6480,Undirected,1.0,intra,F3-C3,F3-C3_t79,F3-C3_t80
18876,29116,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t956,T8-P8-1_t956
13602,27682,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t802,FT10-T8_t802
19800,22360,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t600,CZ-PZ_t600
19996,25116,Undirected,1.0,inter,P8-O2<->T7-FT9,P8-O2_t796,T7-FT9_t796
18765,23885,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t845,P7-T7_t845
5255,24455,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t135,T7-FT9_t135
9190,15590,Undirected,1.0,inter,P3-O1<->FP2-F8,P3-O1_t230,FP2-F8_t230
21480,21489,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t1000,FZ-CZ_t1009
7790,16750,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t110,F8-T8_t110
14771,19891,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t691,P8-O2_t691
18932,21492,Undirected,1.0,inter,T8-P8-0<->FZ-CZ,T8-P8-0_t1012,FZ-CZ_t1012
25262,25263,Undirected,1.0,intra,T7-FT9,T7-FT9_t942,T7-FT9_t943
5700,24900,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t580,T7-FT9_t580
20571,26971,Undirected,1.0,inter,FZ-CZ<->FT10-T8,FZ-CZ_t91,FT10-T8_t91
17083,23483,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t443,P7-T7_t443
5002,25482,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t1162,T7-FT9_t1162
4234,5514,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t394,FP1-F3_t394
20315,26715,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t1115,FT9-FT10_t1115
914,12434,Undirected,1.0,inter,FP1-F7<->F4-C4,FP1-F7_t914,F4-C4_t914
13935,19055,Undirected,1.0,inter,C4-P4<->T8-P8-0,C4-P4_t1135,T8-P8-0_t1135
4910,18990,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t1070,T8-P8-0_t1070
6076,13756,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t956,C4-P4_t956
13664,25184,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t864,T7-FT9_t864
3688,15208,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t1128,P4-O2_t1128
5444,19524,Undirected,1.0,inter,FP1-F3<->P8-O2,FP1-F3_t324,P8-O2_t324
18640,28880,Undirected,1.0,inter,T8-P8-0<->T8-P8-1,T8-P8-0_t720,T8-P8-1_t720
3641,16441,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t1081,FP2-F8_t1081
18636,21196,Undirected,1.0,inter,T8-P8-0<->FZ-CZ,T8-P8-0_t716,FZ-CZ_t716
1459,2739,Undirected,1.0,inter,F7-T7<->T7-P7,F7-T7_t179,T7-P7_t179
6020,21380,Undirected,1.0,inter,FP1-F3<->FZ-CZ,FP1-F3_t900,FZ-CZ_t900
2455,11415,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t1175,FP2-F4_t1175
8404,23764,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t724,P7-T7_t724
20829,22109,Undirected,1.0,inter,FZ-CZ<->CZ-PZ,FZ-CZ_t349,CZ-PZ_t349
6049,22689,Undirected,1.0,inter,FP1-F3<->CZ-PZ,FP1-F3_t929,CZ-PZ_t929
11913,22153,Undirected,1.0,inter,F4-C4<->CZ-PZ,F4-C4_t393,CZ-PZ_t393
10460,15580,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t220,FP2-F8_t220
12687,17807,Undirected,1.0,inter,F4-C4<->F8-T8,F4-C4_t1167,F8-T8_t1167
848,2128,Undirected,1.0,inter,FP1-F7<->F7-T7,FP1-F7_t848,F7-T7_t848
5267,16787,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t147,F8-T8_t147
3261,27581,Undirected,1.0,inter,T7-P7<->FT10-T8,T7-P7_t701,FT10-T8_t701
860,14940,Undirected,1.0,inter,FP1-F7<->P4-O2,FP1-F7_t860,P4-O2_t860
25065,25078,Undirected,1.0,intra,T7-FT9,T7-FT9_t745,T7-FT9_t758
12780,21740,Undirected,1.0,inter,F4-C4<->FZ-CZ,F4-C4_t1260,FZ-CZ_t1260
7807,21887,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t127,CZ-PZ_t127
8217,18457,Undirected,1.0,inter,C3-P3<->T8-P8-0,C3-P3_t537,T8-P8-0_t537
2225,11185,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t945,FP2-F4_t945
16464,26704,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t1104,FT9-FT10_t1104
2844,9244,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t284,P3-O1_t284
10861,22381,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t621,CZ-PZ_t621
2913,11873,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t353,F4-C4_t353
10958,14798,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t718,P4-O2_t718
8520,26440,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t840,FT9-FT10_t840
2944,11904,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t384,F4-C4_t384
20417,26817,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t1217,FT9-FT10_t1217
26124,26125,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t524,FT9-FT10_t525
8207,12047,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t527,F4-C4_t527
21942,27062,Undirected,1.0,inter,CZ-PZ<->FT10-T8,CZ-PZ_t182,FT10-T8_t182
2432,25472,Undirected,1.0,inter,F7-T7<->T7-FT9,F7-T7_t1152,T7-FT9_t1152
7813,11653,Undirected,1.0,inter,C3-P3<->F4-C4,C3-P3_t133,F4-C4_t133
3574,9974,Undirected,1.0,inter,T7-P7<->P3-O1,T7-P7_t1014,P3-O1_t1014
11065,17465,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t825,F8-T8_t825
16172,20012,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t812,P8-O2_t812
6804,13204,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t404,C4-P4_t404
7290,18810,Undirected,1.0,inter,F3-C3<->T8-P8-0,F3-C3_t890,T8-P8-0_t890
5646,14606,Undirected,1.0,inter,FP1-F3<->P4-O2,FP1-F3_t526,P4-O2_t526
18861,18862,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t941,T8-P8-0_t942
385,27265,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t385,FT10-T8_t385
25637,25638,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t37,FT9-FT10_t38
5608,24808,Undirected,1.0,inter,FP1-F3<->T7-FT9,FP1-F3_t488,T7-FT9_t488
9017,17977,Undirected,1.0,inter,P3-O1<->T8-P8-0,P3-O1_t57,T8-P8-0_t57
2636,12876,Undirected,1.0,inter,T7-P7<->C4-P4,T7-P7_t76,C4-P4_t76
8791,27991,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t1111,FT10-T8_t1111
13152,19552,Undirected,1.0,inter,C4-P4<->P8-O2,C4-P4_t352,P8-O2_t352
6442,11562,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t42,F4-C4_t42
438,454,Undirected,1.0,intra,FP1-F7,FP1-F7_t438,FP1-F7_t454
8471,17431,Undirected,1.0,inter,C3-P3<->F8-T8,C3-P3_t791,F8-T8_t791
6657,15617,Undirected,1.0,inter,F3-C3<->FP2-F8,F3-C3_t257,FP2-F8_t257
26061,26065,Undirected,1.0,intra,FT9-FT10,FT9-FT10_t461,FT9-FT10_t465
19801,21081,Undirected,1.0,inter,P8-O2<->FZ-CZ,P8-O2_t601,FZ-CZ_t601
12014,12015,Undirected,1.0,intra,F4-C4,F4-C4_t494,F4-C4_t495
22814,26654,Undirected,1.0,inter,CZ-PZ<->FT9-FT10,CZ-PZ_t1054,FT9-FT10_t1054
18031,19311,Undirected,1.0,inter,T8-P8-0<->P8-O2,T8-P8-0_t111,P8-O2_t111
1475,1499,Undirected,1.0,intra,F7-T7,F7-T7_t195,F7-T7_t219
8001,25921,Undirected,1.0,inter,C3-P3<->FT9-FT10,C3-P3_t321,FT9-FT10_t321
17172,22292,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t532,CZ-PZ_t532
10980,17380,Undirected,1.0,inter,FP2-F4<->F8-T8,FP2-F4_t740,F8-T8_t740
201,9161,Undirected,1.0,inter,FP1-F7<->P3-O1,FP1-F7_t201,P3-O1_t201
9635,14755,Undirected,1.0,inter,P3-O1<->P4-O2,P3-O1_t675,P4-O2_t675
6025,13705,Undirected,1.0,inter,FP1-F3<->C4-P4,FP1-F3_t905,C4-P4_t905
18791,23911,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t871,P7-T7_t871
8020,10580,Undirected,1.0,inter,C3-P3<->FP2-F4,C3-P3_t340,FP2-F4_t340
9798,25158,Undirected,1.0,inter,P3-O1<->T7-FT9,P3-O1_t838,T7-FT9_t838
11109,20069,Undirected,1.0,inter,FP2-F4<->P8-O2,FP2-F4_t869,P8-O2_t869
14874,25114,Undirected,1.0,inter,P4-O2<->T7-FT9,P4-O2_t794,T7-FT9_t794
8969,25609,Undirected,1.0,inter,P3-O1<->FT9-FT10,P3-O1_t9,FT9-FT10_t9
474,6874,Undirected,1.0,inter,FP1-F7<->F3-C3,FP1-F7_t474,F3-C3_t474
16415,21535,Undirected,1.0,inter,FP2-F8<->FZ-CZ,FP2-F8_t1055,FZ-CZ_t1055
3476,16276,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t916,FP2-F8_t916
8637,29117,Undirected,1.0,inter,C3-P3<->T8-P8-1,C3-P3_t957,T8-P8-1_t957
362,4202,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t362,P7-O1_t362
7487,13887,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t1087,C4-P4_t1087
15365,26885,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t5,FT10-T8_t5
8339,22419,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t659,CZ-PZ_t659
1619,14419,Undirected,1.0,inter,F7-T7<->P4-O2,F7-T7_t339,P4-O2_t339
4936,24136,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t1096,P7-T7_t1096
8608,16288,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t928,FP2-F8_t928
