Source,Target,Type,Weight,edge_type,layer,source_label,target_label
1644,22124,Undirected,1.0,inter,F7-T7<->CZ-PZ,F7-T7_t364,CZ-PZ_t364
6345,17865,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t1225,F8-T8_t1225
6864,17104,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t464,F8-T8_t464
1064,1071,Undirected,1.0,intra,FP1-F7,FP1-F7_t1064,FP1-F7_t1071
4428,23628,Undirected,1.0,inter,P7-O1<->P7-T7,P7-O1_t588,P7-T7_t588
14121,16681,Undirected,1.0,inter,P4-O2<->F8-T8,P4-O2_t41,F8-T8_t41
12272,19952,Undirected,1.0,inter,F4-C4<->P8-O2,F4-C4_t752,P8-O2_t752
6193,26673,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t1073,FT9-FT10_t1073
7676,15356,Undirected,1.0,inter,F3-C3<->P4-O2,F3-C3_t1276,P4-O2_t1276
2346,27946,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t1066,FT10-T8_t1066
374,23414,Undirected,1.0,inter,FP1-F7<->P7-T7,FP1-F7_t374,P7-T7_t374
9555,21075,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t595,FZ-CZ_t595
4124,13084,Undirected,1.0,inter,P7-O1<->C4-P4,P7-O1_t284,C4-P4_t284
10562,14402,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t322,P4-O2_t322
15254,21654,Undirected,1.0,inter,P4-O2<->FZ-CZ,P4-O2_t1174,FZ-CZ_t1174
20193,21473,Undirected,1.0,inter,P8-O2<->FZ-CZ,P8-O2_t993,FZ-CZ_t993
1901,19821,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t621,P8-O2_t621
15164,27964,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t1084,FT10-T8_t1084
7867,15547,Undirected,1.0,inter,C3-P3<->FP2-F8,C3-P3_t187,FP2-F8_t187
17799,24199,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t1159,P7-T7_t1159
13010,13943,Undirected,1.0,intra,C4-P4,C4-P4_t210,C4-P4_t1143
2083,23843,Undirected,1.0,inter,F7-T7<->P7-T7,F7-T7_t803,P7-T7_t803
1653,10613,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t373,FP2-F4_t373
5776,10896,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t656,FP2-F4_t656
28391,28408,Undirected,1.0,intra,T8-P8-1,T8-P8-1_t231,T8-P8-1_t248
1159,16519,Undirected,1.0,inter,FP1-F7<->FP2-F8,FP1-F7_t1159,FP2-F8_t1159
1494,13014,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t214,C4-P4_t214
1579,19499,Undirected,1.0,inter,F7-T7<->P8-O2,F7-T7_t299,P8-O2_t299
3696,15216,Undirected,1.0,inter,T7-P7<->P4-O2,T7-P7_t1136,P4-O2_t1136
3872,7712,Undirected,1.0,inter,P7-O1<->C3-P3,P7-O1_t32,C3-P3_t32
20375,29335,Undirected,1.0,inter,P8-O2<->T8-P8-1,P8-O2_t1175,T8-P8-1_t1175
13733,17573,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t933,F8-T8_t933
3762,8882,Undirected,1.0,inter,T7-P7<->C3-P3,T7-P7_t1202,C3-P3_t1202
12554,29194,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t1034,T8-P8-1_t1034
11481,16601,Undirected,1.0,inter,FP2-F4<->FP2-F8,FP2-F4_t1241,FP2-F8_t1241
4129,14369,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t289,P4-O2_t289
12806,25606,Undirected,1.0,inter,C4-P4<->FT9-FT10,C4-P4_t6,FT9-FT10_t6
20435,22995,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t1235,CZ-PZ_t1235
3484,7324,Undirected,1.0,inter,T7-P7<->F3-C3,T7-P7_t924,F3-C3_t924
4003,21923,Undirected,1.0,inter,P7-O1<->CZ-PZ,P7-O1_t163,CZ-PZ_t163
4517,10917,Undirected,1.0,inter,P7-O1<->FP2-F4,P7-O1_t677,FP2-F4_t677
10261,14101,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t21,P4-O2_t21
23723,28843,Undirected,1.0,inter,P7-T7<->T8-P8-1,P7-T7_t683,T8-P8-1_t683
7479,12599,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t1079,F4-C4_t1079
797,4637,Undirected,1.0,inter,FP1-F7<->P7-O1,FP1-F7_t797,P7-O1_t797
4222,27262,Undirected,1.0,inter,P7-O1<->FT10-T8,P7-O1_t382,FT10-T8_t382
4881,18961,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t1041,T8-P8-0_t1041
13864,29224,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t1064,T8-P8-1_t1064
6988,13388,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t588,C4-P4_t588
11887,28527,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t367,T8-P8-1_t367
3630,16430,Undirected,1.0,inter,T7-P7<->FP2-F8,T7-P7_t1070,FP2-F8_t1070
9903,20143,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t943,P8-O2_t943
4913,26673,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t1073,FT9-FT10_t1073
2126,5966,Undirected,1.0,inter,F7-T7<->FP1-F3,F7-T7_t846,FP1-F3_t846
7073,19873,Undirected,1.0,inter,F3-C3<->P8-O2,F3-C3_t673,P8-O2_t673
17978,21818,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t58,CZ-PZ_t58
11738,19418,Undirected,1.0,inter,F4-C4<->P8-O2,F4-C4_t218,P8-O2_t218
7694,21774,Undirected,1.0,inter,C3-P3<->CZ-PZ,C3-P3_t14,CZ-PZ_t14
16401,27921,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t1041,FT10-T8_t1041
8849,19089,Undirected,1.0,inter,C3-P3<->T8-P8-0,C3-P3_t1169,T8-P8-0_t1169
11622,14182,Undirected,1.0,inter,F4-C4<->P4-O2,F4-C4_t102,P4-O2_t102
4057,4058,Undirected,1.0,intra,P7-O1,P7-O1_t217,P7-O1_t218
2624,2626,Undirected,1.0,intra,T7-P7,T7-P7_t64,T7-P7_t66
2609,17969,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t49,T8-P8-0_t49
19001,27961,Undirected,1.0,inter,T8-P8-0<->FT10-T8,T8-P8-0_t1081,FT10-T8_t1081
6418,7698,Undirected,1.0,inter,F3-C3<->C3-P3,F3-C3_t18,C3-P3_t18
29,10269,Undirected,1.0,inter,FP1-F7<->FP2-F4,FP1-F7_t29,FP2-F4_t29
18402,19682,Undirected,1.0,inter,T8-P8-0<->P8-O2,T8-P8-0_t482,P8-O2_t482
24717,27277,Undirected,1.0,inter,T7-FT9<->FT10-T8,T7-FT9_t397,FT10-T8_t397
10441,19401,Undirected,1.0,inter,FP2-F4<->P8-O2,FP2-F4_t201,P8-O2_t201
1353,14153,Undirected,1.0,inter,F7-T7<->P4-O2,F7-T7_t73,P4-O2_t73
20881,20884,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t401,FZ-CZ_t404
5794,8354,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t674,C3-P3_t674
853,13653,Undirected,1.0,inter,FP1-F7<->C4-P4,FP1-F7_t853,C4-P4_t853
11279,22799,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t1039,CZ-PZ_t1039
1769,12009,Undirected,1.0,inter,F7-T7<->F4-C4,F7-T7_t489,F4-C4_t489
16578,22978,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t1218,CZ-PZ_t1218
18225,18237,Undirected,1.0,intra,T8-P8-0,T8-P8-0_t305,T8-P8-0_t317
21192,21227,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t712,FZ-CZ_t747
2922,18282,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t362,T8-P8-0_t362
13164,17004,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t364,F8-T8_t364
23430,25990,Undirected,1.0,inter,P7-T7<->FT9-FT10,P7-T7_t390,FT9-FT10_t390
15719,25959,Undirected,1.0,inter,FP2-F8<->FT9-FT10,FP2-F8_t359,FT9-FT10_t359
11704,11705,Undirected,1.0,intra,F4-C4,F4-C4_t184,F4-C4_t185
6796,24716,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t396,T7-FT9_t396
1721,17081,Undirected,1.0,inter,F7-T7<->F8-T8,F7-T7_t441,F8-T8_t441
7696,23056,Undirected,1.0,inter,C3-P3<->P7-T7,C3-P3_t16,P7-T7_t16
8845,8859,Undirected,1.0,intra,C3-P3,C3-P3_t1165,C3-P3_t1179
19310,21870,Undirected,1.0,inter,P8-O2<->CZ-PZ,P8-O2_t110,CZ-PZ_t110
12731,19131,Undirected,1.0,inter,F4-C4<->T8-P8-0,F4-C4_t1211,T8-P8-0_t1211
5058,6338,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t1218,FP1-F3_t1218
4117,18197,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t277,T8-P8-0_t277
272,23312,Undirected,1.0,inter,FP1-F7<->P7-T7,FP1-F7_t272,P7-T7_t272
27638,27639,Undirected,1.0,intra,FT10-T8,FT10-T8_t758,FT10-T8_t759
13432,22392,Undirected,1.0,inter,C4-P4<->CZ-PZ,C4-P4_t632,CZ-PZ_t632
9450,19690,Undirected,1.0,inter,P3-O1<->P8-O2,P3-O1_t490,P8-O2_t490
5675,10795,Undirected,1.0,inter,FP1-F3<->FP2-F4,FP1-F3_t555,FP2-F4_t555
174,23214,Undirected,1.0,inter,FP1-F7<->P7-T7,FP1-F7_t174,P7-T7_t174
10627,22147,Undirected,1.0,inter,FP2-F4<->CZ-PZ,FP2-F4_t387,CZ-PZ_t387
11657,28297,Undirected,1.0,inter,F4-C4<->T8-P8-1,F4-C4_t137,T8-P8-1_t137
6183,12583,Undirected,1.0,inter,FP1-F3<->F4-C4,FP1-F3_t1063,F4-C4_t1063
13571,16131,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t771,FP2-F8_t771
13572,17412,Undirected,1.0,inter,C4-P4<->F8-T8,C4-P4_t772,F8-T8_t772
14815,27615,Undirected,1.0,inter,P4-O2<->FT10-T8,P4-O2_t735,FT10-T8_t735
9920,27840,Undirected,1.0,inter,P3-O1<->FT10-T8,P3-O1_t960,FT10-T8_t960
4247,18327,Undirected,1.0,inter,P7-O1<->T8-P8-0,P7-O1_t407,T8-P8-0_t407
15899,17179,Undirected,1.0,inter,FP2-F8<->F8-T8,FP2-F8_t539,F8-T8_t539
2285,27885,Undirected,1.0,inter,F7-T7<->FT10-T8,F7-T7_t1005,FT10-T8_t1005
1746,1747,Undirected,1.0,intra,F7-T7,F7-T7_t466,F7-T7_t467
4658,25138,Undirected,1.0,inter,P7-O1<->T7-FT9,P7-O1_t818,T7-FT9_t818
16242,25202,Undirected,1.0,inter,FP2-F8<->T7-FT9,FP2-F8_t882,T7-FT9_t882
10974,21214,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t734,FZ-CZ_t734
19091,24211,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t1171,P7-T7_t1171
4676,28996,Undirected,1.0,inter,P7-O1<->T8-P8-1,P7-O1_t836,T8-P8-1_t836
14608,18448,Undirected,1.0,inter,P4-O2<->T8-P8-0,P4-O2_t528,T8-P8-0_t528
2442,26762,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t1162,FT9-FT10_t1162
13361,21041,Undirected,1.0,inter,C4-P4<->FZ-CZ,C4-P4_t561,FZ-CZ_t561
12565,21525,Undirected,1.0,inter,F4-C4<->FZ-CZ,F4-C4_t1045,FZ-CZ_t1045
13723,16283,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t923,FP2-F8_t923
17429,17430,Undirected,1.0,intra,F8-T8,F8-T8_t789,F8-T8_t790
7179,12299,Undirected,1.0,inter,F3-C3<->F4-C4,F3-C3_t779,F4-C4_t779
1361,14161,Undirected,1.0,inter,F7-T7<->P4-O2,F7-T7_t81,P4-O2_t81
20025,20026,Undirected,1.0,intra,P8-O2,P8-O2_t825,P8-O2_t826
4834,7394,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t994,F3-C3_t994
7679,14079,Undirected,1.0,inter,F3-C3<->C4-P4,F3-C3_t1279,C4-P4_t1279
21569,25409,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t1089,T7-FT9_t1089
8423,8425,Undirected,1.0,intra,C3-P3,C3-P3_t743,C3-P3_t745
307,28467,Undirected,1.0,inter,FP1-F7<->T8-P8-1,FP1-F7_t307,T8-P8-1_t307
7107,17347,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t707,F8-T8_t707
11777,24577,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t257,T7-FT9_t257
86,25686,Undirected,1.0,inter,FP1-F7<->FT9-FT10,FP1-F7_t86,FT9-FT10_t86
1510,5350,Undirected,1.0,inter,F7-T7<->FP1-F3,F7-T7_t230,FP1-F3_t230
16208,22608,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t848,CZ-PZ_t848
778,3338,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t778,T7-P7_t778
9110,18070,Undirected,1.0,inter,P3-O1<->T8-P8-0,P3-O1_t150,T8-P8-0_t150
9190,9192,Undirected,1.0,intra,P3-O1,P3-O1_t230,P3-O1_t232
14334,23294,Undirected,1.0,inter,P4-O2<->P7-T7,P4-O2_t254,P7-T7_t254
6597,19397,Undirected,1.0,inter,F3-C3<->P8-O2,F3-C3_t197,P8-O2_t197
8816,11376,Undirected,1.0,inter,C3-P3<->FP2-F4,C3-P3_t1136,FP2-F4_t1136
15940,22340,Undirected,1.0,inter,FP2-F8<->CZ-PZ,FP2-F8_t580,CZ-PZ_t580
1293,25613,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t13,FT9-FT10_t13
2338,25378,Undirected,1.0,inter,F7-T7<->T7-FT9,F7-T7_t1058,T7-FT9_t1058
6798,17038,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t398,F8-T8_t398
9859,13699,Undirected,1.0,inter,P3-O1<->C4-P4,P3-O1_t899,C4-P4_t899
5736,27496,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t616,FT10-T8_t616
4740,27780,Undirected,1.0,inter,P7-O1<->FT10-T8,P7-O1_t900,FT10-T8_t900
15054,22734,Undirected,1.0,inter,P4-O2<->CZ-PZ,P4-O2_t974,CZ-PZ_t974
255,2815,Undirected,1.0,inter,FP1-F7<->T7-P7,FP1-F7_t255,T7-P7_t255
19988,26388,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t788,FT9-FT10_t788
18012,21852,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t92,CZ-PZ_t92
1834,13354,Undirected,1.0,inter,F7-T7<->C4-P4,F7-T7_t554,C4-P4_t554
184,6584,Undirected,1.0,inter,FP1-F7<->F3-C3,FP1-F7_t184,F3-C3_t184
20631,27031,Undirected,1.0,inter,FZ-CZ<->FT10-T8,FZ-CZ_t151,FT10-T8_t151
24527,24528,Undirected,1.0,intra,T7-FT9,T7-FT9_t207,T7-FT9_t208
15467,15468,Undirected,1.0,intra,FP2-F8,FP2-F8_t107,FP2-F8_t108
759,7159,Undirected,1.0,inter,FP1-F7<->F3-C3,FP1-F7_t759,F3-C3_t759
6850,23490,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t450,P7-T7_t450
1747,26067,Undirected,1.0,inter,F7-T7<->FT9-FT10,F7-T7_t467,FT9-FT10_t467
3383,21303,Undirected,1.0,inter,T7-P7<->FZ-CZ,T7-P7_t823,FZ-CZ_t823
19021,25421,Undirected,1.0,inter,T8-P8-0<->T7-FT9,T8-P8-0_t1101,T7-FT9_t1101
6777,17017,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t377,F8-T8_t377
22921,29321,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t1161,T8-P8-1_t1161
8181,8182,Undirected,1.0,intra,C3-P3,C3-P3_t501,C3-P3_t502
9392,20912,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t432,FZ-CZ_t432
17574,22694,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t934,CZ-PZ_t934
16567,28087,Undirected,1.0,inter,FP2-F8<->FT10-T8,FP2-F8_t1207,FT10-T8_t1207
2735,6575,Undirected,1.0,inter,T7-P7<->F3-C3,T7-P7_t175,F3-C3_t175
21703,25543,Undirected,1.0,inter,FZ-CZ<->T7-FT9,FZ-CZ_t1223,T7-FT9_t1223
13839,29199,Undirected,1.0,inter,C4-P4<->T8-P8-1,C4-P4_t1039,T8-P8-1_t1039
15799,23479,Undirected,1.0,inter,FP2-F8<->P7-T7,FP2-F8_t439,P7-T7_t439
7422,17662,Undirected,1.0,inter,F3-C3<->F8-T8,F3-C3_t1022,F8-T8_t1022
11209,11210,Undirected,1.0,intra,FP2-F4,FP2-F4_t969,FP2-F4_t970
5710,26190,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t590,FT9-FT10_t590
3801,12761,Undirected,1.0,inter,T7-P7<->F4-C4,T7-P7_t1241,F4-C4_t1241
3681,17761,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t1121,F8-T8_t1121
14167,19287,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t87,P8-O2_t87
9558,21078,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t598,FZ-CZ_t598
13769,25289,Undirected,1.0,inter,C4-P4<->T7-FT9,C4-P4_t969,T7-FT9_t969
2319,7439,Undirected,1.0,inter,F7-T7<->F3-C3,F7-T7_t1039,F3-C3_t1039
3584,3585,Undirected,1.0,intra,T7-P7,T7-P7_t1024,T7-P7_t1025
5681,8241,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t561,C3-P3_t561
19859,28819,Undirected,1.0,inter,P8-O2<->T8-P8-1,P8-O2_t659,T8-P8-1_t659
482,17122,Undirected,1.0,inter,FP1-F7<->F8-T8,FP1-F7_t482,F8-T8_t482
5497,25977,Undirected,1.0,inter,FP1-F3<->FT9-FT10,FP1-F3_t377,FT9-FT10_t377
17641,17642,Undirected,1.0,intra,F8-T8,F8-T8_t1001,F8-T8_t1002
16906,18186,Undirected,1.0,inter,F8-T8<->T8-P8-0,F8-T8_t266,T8-P8-0_t266
21207,21209,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t727,FZ-CZ_t729
8730,18970,Undirected,1.0,inter,C3-P3<->T8-P8-0,C3-P3_t1050,T8-P8-0_t1050
16492,16496,Undirected,1.0,intra,FP2-F8,FP2-F8_t1132,FP2-F8_t1136
8020,9300,Undirected,1.0,inter,C3-P3<->P3-O1,C3-P3_t340,P3-O1_t340
2861,7981,Undirected,1.0,inter,T7-P7<->C3-P3,T7-P7_t301,C3-P3_t301
742,19942,Undirected,1.0,inter,FP1-F7<->P8-O2,FP1-F7_t742,P8-O2_t742
13072,14352,Undirected,1.0,inter,C4-P4<->P4-O2,C4-P4_t272,P4-O2_t272
5130,16650,Undirected,1.0,inter,FP1-F3<->F8-T8,FP1-F3_t10,F8-T8_t10
3299,17379,Undirected,1.0,inter,T7-P7<->F8-T8,T7-P7_t739,F8-T8_t739
1066,6186,Undirected,1.0,inter,FP1-F7<->FP1-F3,FP1-F7_t1066,FP1-F3_t1066
7754,26954,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t74,FT10-T8_t74
5794,27554,Undirected,1.0,inter,FP1-F3<->FT10-T8,FP1-F3_t674,FT10-T8_t674
11155,12435,Undirected,1.0,inter,FP2-F4<->F4-C4,FP2-F4_t915,F4-C4_t915
15204,24164,Undirected,1.0,inter,P4-O2<->P7-T7,P4-O2_t1124,P7-T7_t1124
17206,23606,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t566,P7-T7_t566
6477,24397,Undirected,1.0,inter,F3-C3<->T7-FT9,F3-C3_t77,T7-FT9_t77
11787,23307,Undirected,1.0,inter,F4-C4<->P7-T7,F4-C4_t267,P7-T7_t267
19762,26162,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t562,FT9-FT10_t562
5000,7560,Undirected,1.0,inter,P7-O1<->F3-C3,P7-O1_t1160,F3-C3_t1160
13998,14015,Undirected,1.0,intra,C4-P4,C4-P4_t1198,C4-P4_t1215
1979,21179,Undirected,1.0,inter,F7-T7<->FZ-CZ,F7-T7_t699,FZ-CZ_t699
9175,20695,Undirected,1.0,inter,P3-O1<->FZ-CZ,P3-O1_t215,FZ-CZ_t215
11934,13214,Undirected,1.0,inter,F4-C4<->C4-P4,F4-C4_t414,C4-P4_t414
20026,21306,Undirected,1.0,inter,P8-O2<->FZ-CZ,P8-O2_t826,FZ-CZ_t826
18428,22268,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t508,CZ-PZ_t508
9468,9469,Undirected,1.0,intra,P3-O1,P3-O1_t508,P3-O1_t509
18709,22549,Undirected,1.0,inter,T8-P8-0<->CZ-PZ,T8-P8-0_t789,CZ-PZ_t789
24891,26171,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t571,FT9-FT10_t571
21646,21658,Undirected,1.0,intra,FZ-CZ,FZ-CZ_t1166,FZ-CZ_t1178
20403,26803,Undirected,1.0,inter,P8-O2<->FT9-FT10,P8-O2_t1203,FT9-FT10_t1203
14052,26852,Undirected,1.0,inter,C4-P4<->FT9-FT10,C4-P4_t1252,FT9-FT10_t1252
15509,20629,Undirected,1.0,inter,FP2-F8<->FZ-CZ,FP2-F8_t149,FZ-CZ_t149
14582,26102,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t502,FT9-FT10_t502
13787,27867,Undirected,1.0,inter,C4-P4<->FT10-T8,C4-P4_t987,FT10-T8_t987
2194,11154,Undirected,1.0,inter,F7-T7<->FP2-F4,F7-T7_t914,FP2-F4_t914
10617,24697,Undirected,1.0,inter,FP2-F4<->T7-FT9,FP2-F4_t377,T7-FT9_t377
3946,5226,Undirected,1.0,inter,P7-O1<->FP1-F3,P7-O1_t106,FP1-F3_t106
10288,14128,Undirected,1.0,inter,FP2-F4<->P4-O2,FP2-F4_t48,P4-O2_t48
24787,24791,Undirected,1.0,intra,T7-FT9,T7-FT9_t467,T7-FT9_t471
16835,24515,Undirected,1.0,inter,F8-T8<->T7-FT9,F8-T8_t195,T7-FT9_t195
11598,23118,Undirected,1.0,inter,F4-C4<->P7-T7,F4-C4_t78,P7-T7_t78
11864,13144,Undirected,1.0,inter,F4-C4<->C4-P4,F4-C4_t344,C4-P4_t344
16217,20057,Undirected,1.0,inter,FP2-F8<->P8-O2,FP2-F8_t857,P8-O2_t857
8512,27712,Undirected,1.0,inter,C3-P3<->FT10-T8,C3-P3_t832,FT10-T8_t832
12211,23731,Undirected,1.0,inter,F4-C4<->P7-T7,F4-C4_t691,P7-T7_t691
3749,22949,Undirected,1.0,inter,T7-P7<->CZ-PZ,T7-P7_t1189,CZ-PZ_t1189
12866,15426,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t66,FP2-F8_t66
17693,29213,Undirected,1.0,inter,F8-T8<->T8-P8-1,F8-T8_t1053,T8-P8-1_t1053
2731,18091,Undirected,1.0,inter,T7-P7<->T8-P8-0,T7-P7_t171,T8-P8-0_t171
11744,13024,Undirected,1.0,inter,F4-C4<->C4-P4,F4-C4_t224,C4-P4_t224
12526,26606,Undirected,1.0,inter,F4-C4<->FT9-FT10,F4-C4_t1006,FT9-FT10_t1006
24283,24284,Undirected,1.0,intra,P7-T7,P7-T7_t1243,P7-T7_t1244
17683,17689,Undirected,1.0,intra,F8-T8,F8-T8_t1043,F8-T8_t1049
22624,29024,Undirected,1.0,inter,CZ-PZ<->T8-P8-1,CZ-PZ_t864,T8-P8-1_t864
15200,20320,Undirected,1.0,inter,P4-O2<->P8-O2,P4-O2_t1120,P8-O2_t1120
10555,20795,Undirected,1.0,inter,FP2-F4<->FZ-CZ,FP2-F4_t315,FZ-CZ_t315
4667,14907,Undirected,1.0,inter,P7-O1<->P4-O2,P7-O1_t827,P4-O2_t827
78,26958,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t78,FT10-T8_t78
7165,21245,Undirected,1.0,inter,F3-C3<->FZ-CZ,F3-C3_t765,FZ-CZ_t765
19182,24302,Undirected,1.0,inter,T8-P8-0<->P7-T7,T8-P8-0_t1262,P7-T7_t1262
14602,26122,Undirected,1.0,inter,P4-O2<->FT9-FT10,P4-O2_t522,FT9-FT10_t522
17105,23505,Undirected,1.0,inter,F8-T8<->P7-T7,F8-T8_t465,P7-T7_t465
22464,22465,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t704,CZ-PZ_t705
1629,1630,Undirected,1.0,intra,F7-T7,F7-T7_t349,F7-T7_t350
18028,20588,Undirected,1.0,inter,T8-P8-0<->FZ-CZ,T8-P8-0_t108,FZ-CZ_t108
7467,27947,Undirected,1.0,inter,F3-C3<->FT10-T8,F3-C3_t1067,FT10-T8_t1067
2552,21752,Undirected,1.0,inter,F7-T7<->FZ-CZ,F7-T7_t1272,FZ-CZ_t1272
4304,11984,Undirected,1.0,inter,P7-O1<->F4-C4,P7-O1_t464,F4-C4_t464
13334,15894,Undirected,1.0,inter,C4-P4<->FP2-F8,C4-P4_t534,FP2-F8_t534
5176,7736,Undirected,1.0,inter,FP1-F3<->C3-P3,FP1-F3_t56,C3-P3_t56
6662,28422,Undirected,1.0,inter,F3-C3<->T8-P8-1,F3-C3_t262,T8-P8-1_t262
25034,26314,Undirected,1.0,inter,T7-FT9<->FT9-FT10,T7-FT9_t714,FT9-FT10_t714
4991,26751,Undirected,1.0,inter,P7-O1<->FT9-FT10,P7-O1_t1151,FT9-FT10_t1151
20682,27082,Undirected,1.0,inter,FZ-CZ<->FT10-T8,FZ-CZ_t202,FT10-T8_t202
26,21786,Undirected,1.0,inter,FP1-F7<->CZ-PZ,FP1-F7_t26,CZ-PZ_t26
1086,27966,Undirected,1.0,inter,FP1-F7<->FT10-T8,FP1-F7_t1086,FT10-T8_t1086
21086,28766,Undirected,1.0,inter,FZ-CZ<->T8-P8-1,FZ-CZ_t606,T8-P8-1_t606
12230,25030,Undirected,1.0,inter,F4-C4<->T7-FT9,F4-C4_t710,T7-FT9_t710
24924,24925,Undirected,1.0,intra,T7-FT9,T7-FT9_t604,T7-FT9_t605
6972,10812,Undirected,1.0,inter,F3-C3<->FP2-F4,F3-C3_t572,FP2-F4_t572
5103,16623,Undirected,1.0,inter,P7-O1<->FP2-F8,P7-O1_t1263,FP2-F8_t1263
5300,21940,Undirected,1.0,inter,FP1-F3<->CZ-PZ,FP1-F3_t180,CZ-PZ_t180
16868,21988,Undirected,1.0,inter,F8-T8<->CZ-PZ,F8-T8_t228,CZ-PZ_t228
23729,27569,Undirected,1.0,inter,P7-T7<->FT10-T8,P7-T7_t689,FT10-T8_t689
22214,22215,Undirected,1.0,intra,CZ-PZ,CZ-PZ_t454,CZ-PZ_t455
7028,23668,Undirected,1.0,inter,F3-C3<->P7-T7,F3-C3_t628,P7-T7_t628
