Id,Label,electrode,time_idx,time_s
8214,C3-P3_t534,C3-P3,534,2998.0859375
8215,C3-P3_t535,C3-P3,535,2998.08984375
8216,C3-P3_t536,C3-P3,536,2998.09375
8217,C3-P3_t537,C3-P3,537,2998.09765625
8218,C3-P3_t538,C3-P3,538,2998.1015625
8219,C3-P3_t539,C3-P3,539,2998.10546875
8220,C3-P3_t540,C3-P3,540,2998.109375
8221,C3-P3_t541,C3-P3,541,2998.11328125
8222,C3-P3_t542,C3-P3,542,2998.1171875
8223,C3-P3_t543,C3-P3,543,2998.12109375
8224,C3-P3_t544,C3-P3,544,2998.125
8225,C3-P3_t545,C3-P3,545,2998.12890625
8226,C3-P3_t546,C3-P3,546,2998.1328125
8227,C3-P3_t547,C3-P3,547,2998.13671875
8228,C3-P3_t548,C3-P3,548,2998.140625
8229,C3-P3_t549,C3-P3,549,2998.14453125
8230,C3-P3_t550,C3-P3,550,2998.1484375
8231,C3-P3_t551,C3-P3,551,2998.15234375
8232,C3-P3_t552,C3-P3,552,2998.15625
8233,C3-P3_t553,C3-P3,553,2998.16015625
8234,C3-P3_t554,C3-P3,554,2998.1640625
8235,C3-P3_t555,C3-P3,555,2998.16796875
8236,C3-P3_t556,C3-P3,556,2998.171875
8237,C3-P3_t557,C3-P3,557,2998.17578125
8238,C3-P3_t558,C3-P3,558,2998.1796875
8239,C3-P3_t559,C3-P3,559,2998.18359375
8240,C3-P3_t560,C3-P3,560,2998.1875
8241,C3-P3_t561,C3-P3,561,2998.19140625
8242,C3-P3_t562,C3-P3,562,2998.1953125
8243,C3-P3_t563,C3-P3,563,2998.19921875
8244,C3-P3_t564,C3-P3,564,2998.203125
8245,C3-P3_t565,C3-P3,565,2998.20703125
8246,C3-P3_t566,C3-P3,566,2998.2109375
8247,C3-P3_t567,C3-P3,567,2998.21484375
8248,C3-P3_t568,C3-P3,568,2998.21875
8249,C3-P3_t569,C3-P3,569,2998.22265625
8250,C3-P3_t570,C3-P3,570,2998.2265625
8251,C3-P3_t571,C3-P3,571,2998.23046875
8252,C3-P3_t572,C3-P3,572,2998.234375
8253,C3-P3_t573,C3-P3,573,2998.23828125
8254,C3-P3_t574,C3-P3,574,2998.2421875
8255,C3-P3_t575,C3-P3,575,2998.24609375
8256,C3-P3_t576,C3-P3,576,2998.25
8257,C3-P3_t577,C3-P3,577,2998.25390625
8258,C3-P3_t578,C3-P3,578,2998.2578125
8259,C3-P3_t579,C3-P3,579,2998.26171875
8260,C3-P3_t580,C3-P3,580,2998.265625
8261,C3-P3_t581,C3-P3,581,2998.26953125
8262,C3-P3_t582,C3-P3,582,2998.2734375
8263,C3-P3_t583,C3-P3,583,2998.27734375
8264,C3-P3_t584,C3-P3,584,2998.28125
8265,C3-P3_t585,C3-P3,585,2998.28515625
8266,C3-P3_t586,C3-P3,586,2998.2890625
8267,C3-P3_t587,C3-P3,587,2998.29296875
8268,C3-P3_t588,C3-P3,588,2998.296875
8269,C3-P3_t589,C3-P3,589,2998.30078125
8270,C3-P3_t590,C3-P3,590,2998.3046875
8271,C3-P3_t591,C3-P3,591,2998.30859375
8272,C3-P3_t592,C3-P3,592,2998.3125
8273,C3-P3_t593,C3-P3,593,2998.31640625
8274,C3-P3_t594,C3-P3,594,2998.3203125
8275,C3-P3_t595,C3-P3,595,2998.32421875
8276,C3-P3_t596,C3-P3,596,2998.328125
8277,C3-P3_t597,C3-P3,597,2998.33203125
8278,C3-P3_t598,C3-P3,598,2998.3359375
8279,C3-P3_t599,C3-P3,599,2998.33984375
8280,C3-P3_t600,C3-P3,600,2998.34375
8281,C3-P3_t601,C3-P3,601,2998.34765625
8282,C3-P3_t602,C3-P3,602,2998.3515625
8283,C3-P3_t603,C3-P3,603,2998.35546875
8284,C3-P3_t604,C3-P3,604,2998.359375
8285,C3-P3_t605,C3-P3,605,2998.36328125
8286,C3-P3_t606,C3-P3,606,2998.3671875
8287,C3-P3_t607,C3-P3,607,2998.37109375
8288,C3-P3_t608,C3-P3,608,2998.375
8289,C3-P3_t609,C3-P3,609,2998.37890625
8290,C3-P3_t610,C3-P3,610,2998.3828125
8291,C3-P3_t611,C3-P3,611,2998.38671875
8292,C3-P3_t612,C3-P3,612,2998.390625
8293,C3-P3_t613,C3-P3,613,2998.39453125
8294,C3-P3_t614,C3-P3,614,2998.3984375
8295,C3-P3_t615,C3-P3,615,2998.40234375
8296,C3-P3_t616,C3-P3,616,2998.40625
8297,C3-P3_t617,C3-P3,617,2998.41015625
8298,C3-P3_t618,C3-P3,618,2998.4140625
8299,C3-P3_t619,C3-P3,619,2998.41796875
8300,C3-P3_t620,C3-P3,620,2998.421875
8301,C3-P3_t621,C3-P3,621,2998.42578125
8302,C3-P3_t622,C3-P3,622,2998.4296875
8303,C3-P3_t623,C3-P3,623,2998.43359375
8304,C3-P3_t624,C3-P3,624,2998.4375
8305,C3-P3_t625,C3-P3,625,2998.44140625
8306,C3-P3_t626,C3-P3,626,2998.4453125
8307,C3-P3_t627,C3-P3,627,2998.44921875
8308,C3-P3_t628,C3-P3,628,2998.453125
8309,C3-P3_t629,C3-P3,629,2998.45703125
8310,C3-P3_t630,C3-P3,630,2998.4609375
8311,C3-P3_t631,C3-P3,631,2998.46484375
8312,C3-P3_t632,C3-P3,632,2998.46875
8313,C3-P3_t633,C3-P3,633,2998.47265625
8314,C3-P3_t634,C3-P3,634,2998.4765625
8315,C3-P3_t635,C3-P3,635,2998.48046875
8316,C3-P3_t636,C3-P3,636,2998.484375
8317,C3-P3_t637,C3-P3,637,2998.48828125
8318,C3-P3_t638,C3-P3,638,2998.4921875
8319,C3-P3_t639,C3-P3,639,2998.49609375
8320,C3-P3_t640,C3-P3,640,2998.5
8321,C3-P3_t641,C3-P3,641,2998.50390625
8322,C3-P3_t642,C3-P3,642,2998.5078125
8323,C3-P3_t643,C3-P3,643,2998.51171875
8324,C3-P3_t644,C3-P3,644,2998.515625
8325,C3-P3_t645,C3-P3,645,2998.51953125
8326,C3-P3_t646,C3-P3,646,2998.5234375
8327,C3-P3_t647,C3-P3,647,2998.52734375
8328,C3-P3_t648,C3-P3,648,2998.53125
8329,C3-P3_t649,C3-P3,649,2998.53515625
8330,C3-P3_t650,C3-P3,650,2998.5390625
8331,C3-P3_t651,C3-P3,651,2998.54296875
8332,C3-P3_t652,C3-P3,652,2998.546875
8333,C3-P3_t653,C3-P3,653,2998.55078125
8334,C3-P3_t654,C3-P3,654,2998.5546875
8335,C3-P3_t655,C3-P3,655,2998.55859375
8336,C3-P3_t656,C3-P3,656,2998.5625
8337,C3-P3_t657,C3-P3,657,2998.56640625
8338,C3-P3_t658,C3-P3,658,2998.5703125
8339,C3-P3_t659,C3-P3,659,2998.57421875
8340,C3-P3_t660,C3-P3,660,2998.578125
8341,C3-P3_t661,C3-P3,661,2998.58203125
8342,C3-P3_t662,C3-P3,662,2998.5859375
8343,C3-P3_t663,C3-P3,663,2998.58984375
8344,C3-P3_t664,C3-P3,664,2998.59375
8345,C3-P3_t665,C3-P3,665,2998.59765625
8346,C3-P3_t666,C3-P3,666,2998.6015625
8347,C3-P3_t667,C3-P3,667,2998.60546875
8348,C3-P3_t668,C3-P3,668,2998.609375
8349,C3-P3_t669,C3-P3,669,2998.61328125
8350,C3-P3_t670,C3-P3,670,2998.6171875
8351,C3-P3_t671,C3-P3,671,2998.62109375
8352,C3-P3_t672,C3-P3,672,2998.625
8353,C3-P3_t673,C3-P3,673,2998.62890625
8354,C3-P3_t674,C3-P3,674,2998.6328125
8355,C3-P3_t675,C3-P3,675,2998.63671875
8356,C3-P3_t676,C3-P3,676,2998.640625
8357,C3-P3_t677,C3-P3,677,2998.64453125
8358,C3-P3_t678,C3-P3,678,2998.6484375
8359,C3-P3_t679,C3-P3,679,2998.65234375
8360,C3-P3_t680,C3-P3,680,2998.65625
8361,C3-P3_t681,C3-P3,681,2998.66015625
8362,C3-P3_t682,C3-P3,682,2998.6640625
8363,C3-P3_t683,C3-P3,683,2998.66796875
8364,C3-P3_t684,C3-P3,684,2998.671875
8365,C3-P3_t685,C3-P3,685,2998.67578125
8366,C3-P3_t686,C3-P3,686,2998.6796875
8367,C3-P3_t687,C3-P3,687,2998.68359375
8368,C3-P3_t688,C3-P3,688,2998.6875
8369,C3-P3_t689,C3-P3,689,2998.69140625
8370,C3-P3_t690,C3-P3,690,2998.6953125
8371,C3-P3_t691,C3-P3,691,2998.69921875
8372,C3-P3_t692,C3-P3,692,2998.703125
8373,C3-P3_t693,C3-P3,693,2998.70703125
8374,C3-P3_t694,C3-P3,694,2998.7109375
8375,C3-P3_t695,C3-P3,695,2998.71484375
8376,C3-P3_t696,C3-P3,696,2998.71875
8377,C3-P3_t697,C3-P3,697,2998.72265625
8378,C3-P3_t698,C3-P3,698,2998.7265625
8379,C3-P3_t699,C3-P3,699,2998.73046875
8380,C3-P3_t700,C3-P3,700,2998.734375
8381,C3-P3_t701,C3-P3,701,2998.73828125
8382,C3-P3_t702,C3-P3,702,2998.7421875
8383,C3-P3_t703,C3-P3,703,2998.74609375
8384,C3-P3_t704,C3-P3,704,2998.75
8385,C3-P3_t705,C3-P3,705,2998.75390625
8386,C3-P3_t706,C3-P3,706,2998.7578125
8387,C3-P3_t707,C3-P3,707,2998.76171875
8388,C3-P3_t708,C3-P3,708,2998.765625
8389,C3-P3_t709,C3-P3,709,2998.76953125
8390,C3-P3_t710,C3-P3,710,2998.7734375
8391,C3-P3_t711,C3-P3,711,2998.77734375
8392,C3-P3_t712,C3-P3,712,2998.78125
8393,C3-P3_t713,C3-P3,713,2998.78515625
8394,C3-P3_t714,C3-P3,714,2998.7890625
8395,C3-P3_t715,C3-P3,715,2998.79296875
8396,C3-P3_t716,C3-P3,716,2998.796875
8397,C3-P3_t717,C3-P3,717,2998.80078125
8398,C3-P3_t718,C3-P3,718,2998.8046875
8399,C3-P3_t719,C3-P3,719,2998.80859375
8400,C3-P3_t720,C3-P3,720,2998.8125
8401,C3-P3_t721,C3-P3,721,2998.81640625
8402,C3-P3_t722,C3-P3,722,2998.8203125
8403,C3-P3_t723,C3-P3,723,2998.82421875
8404,C3-P3_t724,C3-P3,724,2998.828125
8405,C3-P3_t725,C3-P3,725,2998.83203125
8406,C3-P3_t726,C3-P3,726,2998.8359375
8407,C3-P3_t727,C3-P3,727,2998.83984375
8408,C3-P3_t728,C3-P3,728,2998.84375
8409,C3-P3_t729,C3-P3,729,2998.84765625
8410,C3-P3_t730,C3-P3,730,2998.8515625
8411,C3-P3_t731,C3-P3,731,2998.85546875
8412,C3-P3_t732,C3-P3,732,2998.859375
8413,C3-P3_t733,C3-P3,733,2998.86328125
8414,C3-P3_t734,C3-P3,734,2998.8671875
8415,C3-P3_t735,C3-P3,735,2998.87109375
8416,C3-P3_t736,C3-P3,736,2998.875
8417,C3-P3_t737,C3-P3,737,2998.87890625
8418,C3-P3_t738,C3-P3,738,2998.8828125
8419,C3-P3_t739,C3-P3,739,2998.88671875
8420,C3-P3_t740,C3-P3,740,2998.890625
8421,C3-P3_t741,C3-P3,741,2998.89453125
8422,C3-P3_t742,C3-P3,742,2998.8984375
8423,C3-P3_t743,C3-P3,743,2998.90234375
8424,C3-P3_t744,C3-P3,744,2998.90625
8425,C3-P3_t745,C3-P3,745,2998.91015625
8426,C3-P3_t746,C3-P3,746,2998.9140625
8427,C3-P3_t747,C3-P3,747,2998.91796875
8428,C3-P3_t748,C3-P3,748,2998.921875
8429,C3-P3_t749,C3-P3,749,2998.92578125
8430,C3-P3_t750,C3-P3,750,2998.9296875
8431,C3-P3_t751,C3-P3,751,2998.93359375
8432,C3-P3_t752,C3-P3,752,2998.9375
8433,C3-P3_t753,C3-P3,753,2998.94140625
8434,C3-P3_t754,C3-P3,754,2998.9453125
8435,C3-P3_t755,C3-P3,755,2998.94921875
8436,C3-P3_t756,C3-P3,756,2998.953125
8437,C3-P3_t757,C3-P3,757,2998.95703125
8438,C3-P3_t758,C3-P3,758,2998.9609375
8439,C3-P3_t759,C3-P3,759,2998.96484375
8440,C3-P3_t760,C3-P3,760,2998.96875
8441,C3-P3_t761,C3-P3,761,2998.97265625
8442,C3-P3_t762,C3-P3,762,2998.9765625
8443,C3-P3_t763,C3-P3,763,2998.98046875
8444,C3-P3_t764,C3-P3,764,2998.984375
8445,C3-P3_t765,C3-P3,765,2998.98828125
8446,C3-P3_t766,C3-P3,766,2998.9921875
8447,C3-P3_t767,C3-P3,767,2998.99609375
8448,C3-P3_t768,C3-P3,768,2999.0
8449,C3-P3_t769,C3-P3,769,2999.00390625
8450,C3-P3_t770,C3-P3,770,2999.0078125
8451,C3-P3_t771,C3-P3,771,2999.01171875
8452,C3-P3_t772,C3-P3,772,2999.015625
8453,C3-P3_t773,C3-P3,773,2999.01953125
8454,C3-P3_t774,C3-P3,774,2999.0234375
8455,C3-P3_t775,C3-P3,775,2999.02734375
8456,C3-P3_t776,C3-P3,776,2999.03125
8457,C3-P3_t777,C3-P3,777,2999.03515625
8458,C3-P3_t778,C3-P3,778,2999.0390625
8459,C3-P3_t779,C3-P3,779,2999.04296875
8460,C3-P3_t780,C3-P3,780,2999.046875
8461,C3-P3_t781,C3-P3,781,2999.05078125
8462,C3-P3_t782,C3-P3,782,2999.0546875
8463,C3-P3_t783,C3-P3,783,2999.05859375
8464,C3-P3_t784,C3-P3,784,2999.0625
8465,C3-P3_t785,C3-P3,785,2999.06640625
8466,C3-P3_t786,C3-P3,786,2999.0703125
8467,C3-P3_t787,C3-P3,787,2999.07421875
8468,C3-P3_t788,C3-P3,788,2999.078125
8469,C3-P3_t789,C3-P3,789,2999.08203125
8470,C3-P3_t790,C3-P3,790,2999.0859375
8471,C3-P3_t791,C3-P3,791,2999.08984375
8472,C3-P3_t792,C3-P3,792,2999.09375
8473,C3-P3_t793,C3-P3,793,2999.09765625
8474,C3-P3_t794,C3-P3,794,2999.1015625
8475,C3-P3_t795,C3-P3,795,2999.10546875
8476,C3-P3_t796,C3-P3,796,2999.109375
8477,C3-P3_t797,C3-P3,797,2999.11328125
8478,C3-P3_t798,C3-P3,798,2999.1171875
8479,C3-P3_t799,C3-P3,799,2999.12109375
8480,C3-P3_t800,C3-P3,800,2999.125
8481,C3-P3_t801,C3-P3,801,2999.12890625
8482,C3-P3_t802,C3-P3,802,2999.1328125
8483,C3-P3_t803,C3-P3,803,2999.13671875
8484,C3-P3_t804,C3-P3,804,2999.140625
8485,C3-P3_t805,C3-P3,805,2999.14453125
8486,C3-P3_t806,C3-P3,806,2999.1484375
8487,C3-P3_t807,C3-P3,807,2999.15234375
8488,C3-P3_t808,C3-P3,808,2999.15625
8489,C3-P3_t809,C3-P3,809,2999.16015625
8490,C3-P3_t810,C3-P3,810,2999.1640625
8491,C3-P3_t811,C3-P3,811,2999.16796875
8492,C3-P3_t812,C3-P3,812,2999.171875
8493,C3-P3_t813,C3-P3,813,2999.17578125
8494,C3-P3_t814,C3-P3,814,2999.1796875
8495,C3-P3_t815,C3-P3,815,2999.18359375
8496,C3-P3_t816,C3-P3,816,2999.1875
8497,C3-P3_t817,C3-P3,817,2999.19140625
8498,C3-P3_t818,C3-P3,818,2999.1953125
8499,C3-P3_t819,C3-P3,819,2999.19921875
8500,C3-P3_t820,C3-P3,820,2999.203125
8501,C3-P3_t821,C3-P3,821,2999.20703125
8502,C3-P3_t822,C3-P3,822,2999.2109375
8503,C3-P3_t823,C3-P3,823,2999.21484375
8504,C3-P3_t824,C3-P3,824,2999.21875
8505,C3-P3_t825,C3-P3,825,2999.22265625
8506,C3-P3_t826,C3-P3,826,2999.2265625
8507,C3-P3_t827,C3-P3,827,2999.23046875
8508,C3-P3_t828,C3-P3,828,2999.234375
8509,C3-P3_t829,C3-P3,829,2999.23828125
8510,C3-P3_t830,C3-P3,830,2999.2421875
8511,C3-P3_t831,C3-P3,831,2999.24609375
8512,C3-P3_t832,C3-P3,832,2999.25
8513,C3-P3_t833,C3-P3,833,2999.25390625
8514,C3-P3_t834,C3-P3,834,2999.2578125
8515,C3-P3_t835,C3-P3,835,2999.26171875
8516,C3-P3_t836,C3-P3,836,2999.265625
8517,C3-P3_t837,C3-P3,837,2999.26953125
8518,C3-P3_t838,C3-P3,838,2999.2734375
8519,C3-P3_t839,C3-P3,839,2999.27734375
8520,C3-P3_t840,C3-P3,840,2999.28125
8521,C3-P3_t841,C3-P3,841,2999.28515625
8522,C3-P3_t842,C3-P3,842,2999.2890625
8523,C3-P3_t843,C3-P3,843,2999.29296875
8524,C3-P3_t844,C3-P3,844,2999.296875
8525,C3-P3_t845,C3-P3,845,2999.30078125
8526,C3-P3_t846,C3-P3,846,2999.3046875
8527,C3-P3_t847,C3-P3,847,2999.30859375
8528,C3-P3_t848,C3-P3,848,2999.3125
8529,C3-P3_t849,C3-P3,849,2999.31640625
8530,C3-P3_t850,C3-P3,850,2999.3203125
8531,C3-P3_t851,C3-P3,851,2999.32421875
8532,C3-P3_t852,C3-P3,852,2999.328125
8533,C3-P3_t853,C3-P3,853,2999.33203125
8534,C3-P3_t854,C3-P3,854,2999.3359375
8535,C3-P3_t855,C3-P3,855,2999.33984375
8536,C3-P3_t856,C3-P3,856,2999.34375
8537,C3-P3_t857,C3-P3,857,2999.34765625
8538,C3-P3_t858,C3-P3,858,2999.3515625
8539,C3-P3_t859,C3-P3,859,2999.35546875
8540,C3-P3_t860,C3-P3,860,2999.359375
8541,C3-P3_t861,C3-P3,861,2999.36328125
8542,C3-P3_t862,C3-P3,862,2999.3671875
8543,C3-P3_t863,C3-P3,863,2999.37109375
8544,C3-P3_t864,C3-P3,864,2999.375
8545,C3-P3_t865,C3-P3,865,2999.37890625
8546,C3-P3_t866,C3-P3,866,2999.3828125
8547,C3-P3_t867,C3-P3,867,2999.38671875
8548,C3-P3_t868,C3-P3,868,2999.390625
8549,C3-P3_t869,C3-P3,869,2999.39453125
8550,C3-P3_t870,C3-P3,870,2999.3984375
8551,C3-P3_t871,C3-P3,871,2999.40234375
8552,C3-P3_t872,C3-P3,872,2999.40625
8553,C3-P3_t873,C3-P3,873,2999.41015625
8554,C3-P3_t874,C3-P3,874,2999.4140625
8555,C3-P3_t875,C3-P3,875,2999.41796875
8556,C3-P3_t876,C3-P3,876,2999.421875
8557,C3-P3_t877,C3-P3,877,2999.42578125
8558,C3-P3_t878,C3-P3,878,2999.4296875
8559,C3-P3_t879,C3-P3,879,2999.43359375
8560,C3-P3_t880,C3-P3,880,2999.4375
8561,C3-P3_t881,C3-P3,881,2999.44140625
8562,C3-P3_t882,C3-P3,882,2999.4453125
8563,C3-P3_t883,C3-P3,883,2999.44921875
8564,C3-P3_t884,C3-P3,884,2999.453125
8565,C3-P3_t885,C3-P3,885,2999.45703125
8566,C3-P3_t886,C3-P3,886,2999.4609375
8567,C3-P3_t887,C3-P3,887,2999.46484375
8568,C3-P3_t888,C3-P3,888,2999.46875
8569,C3-P3_t889,C3-P3,889,2999.47265625
8570,C3-P3_t890,C3-P3,890,2999.4765625
8571,C3-P3_t891,C3-P3,891,2999.48046875
8572,C3-P3_t892,C3-P3,892,2999.484375
8573,C3-P3_t893,C3-P3,893,2999.48828125
8574,C3-P3_t894,C3-P3,894,2999.4921875
8575,C3-P3_t895,C3-P3,895,2999.49609375
8576,C3-P3_t896,C3-P3,896,2999.5
8577,C3-P3_t897,C3-P3,897,2999.50390625
8578,C3-P3_t898,C3-P3,898,2999.5078125
8579,C3-P3_t899,C3-P3,899,2999.51171875
8580,C3-P3_t900,C3-P3,900,2999.515625
8581,C3-P3_t901,C3-P3,901,2999.51953125
8582,C3-P3_t902,C3-P3,902,2999.5234375
8583,C3-P3_t903,C3-P3,903,2999.52734375
8584,C3-P3_t904,C3-P3,904,2999.53125
8585,C3-P3_t905,C3-P3,905,2999.53515625
8586,C3-P3_t906,C3-P3,906,2999.5390625
8587,C3-P3_t907,C3-P3,907,2999.54296875
8588,C3-P3_t908,C3-P3,908,2999.546875
8589,C3-P3_t909,C3-P3,909,2999.55078125
8590,C3-P3_t910,C3-P3,910,2999.5546875
8591,C3-P3_t911,C3-P3,911,2999.55859375
8592,C3-P3_t912,C3-P3,912,2999.5625
8593,C3-P3_t913,C3-P3,913,2999.56640625
8594,C3-P3_t914,C3-P3,914,2999.5703125
8595,C3-P3_t915,C3-P3,915,2999.57421875
8596,C3-P3_t916,C3-P3,916,2999.578125
8597,C3-P3_t917,C3-P3,917,2999.58203125
8598,C3-P3_t918,C3-P3,918,2999.5859375
8599,C3-P3_t919,C3-P3,919,2999.58984375
8600,C3-P3_t920,C3-P3,920,2999.59375
8601,C3-P3_t921,C3-P3,921,2999.59765625
8602,C3-P3_t922,C3-P3,922,2999.6015625
8603,C3-P3_t923,C3-P3,923,2999.60546875
8604,C3-P3_t924,C3-P3,924,2999.609375
8605,C3-P3_t925,C3-P3,925,2999.61328125
8606,C3-P3_t926,C3-P3,926,2999.6171875
8607,C3-P3_t927,C3-P3,927,2999.62109375
8608,C3-P3_t928,C3-P3,928,2999.625
8609,C3-P3_t929,C3-P3,929,2999.62890625
8610,C3-P3_t930,C3-P3,930,2999.6328125
8611,C3-P3_t931,C3-P3,931,2999.63671875
8612,C3-P3_t932,C3-P3,932,2999.640625
8613,C3-P3_t933,C3-P3,933,2999.64453125
8614,C3-P3_t934,C3-P3,934,2999.6484375
8615,C3-P3_t935,C3-P3,935,2999.65234375
8616,C3-P3_t936,C3-P3,936,2999.65625
8617,C3-P3_t937,C3-P3,937,2999.66015625
8618,C3-P3_t938,C3-P3,938,2999.6640625
8619,C3-P3_t939,C3-P3,939,2999.66796875
8620,C3-P3_t940,C3-P3,940,2999.671875
8621,C3-P3_t941,C3-P3,941,2999.67578125
8622,C3-P3_t942,C3-P3,942,2999.6796875
8623,C3-P3_t943,C3-P3,943,2999.68359375
8624,C3-P3_t944,C3-P3,944,2999.6875
8625,C3-P3_t945,C3-P3,945,2999.69140625
8626,C3-P3_t946,C3-P3,946,2999.6953125
8627,C3-P3_t947,C3-P3,947,2999.69921875
8628,C3-P3_t948,C3-P3,948,2999.703125
8629,C3-P3_t949,C3-P3,949,2999.70703125
8630,C3-P3_t950,C3-P3,950,2999.7109375
8631,C3-P3_t951,C3-P3,951,2999.71484375
8632,C3-P3_t952,C3-P3,952,2999.71875
8633,C3-P3_t953,C3-P3,953,2999.72265625
8634,C3-P3_t954,C3-P3,954,2999.7265625
8635,C3-P3_t955,C3-P3,955,2999.73046875
8636,C3-P3_t956,C3-P3,956,2999.734375
8637,C3-P3_t957,C3-P3,957,2999.73828125
8638,C3-P3_t958,C3-P3,958,2999.7421875
8639,C3-P3_t959,C3-P3,959,2999.74609375
8640,C3-P3_t960,C3-P3,960,2999.75
8641,C3-P3_t961,C3-P3,961,2999.75390625
8642,C3-P3_t962,C3-P3,962,2999.7578125
8643,C3-P3_t963,C3-P3,963,2999.76171875
8644,C3-P3_t964,C3-P3,964,2999.765625
8645,C3-P3_t965,C3-P3,965,2999.76953125
8646,C3-P3_t966,C3-P3,966,2999.7734375
8647,C3-P3_t967,C3-P3,967,2999.77734375
8648,C3-P3_t968,C3-P3,968,2999.78125
8649,C3-P3_t969,C3-P3,969,2999.78515625
8650,C3-P3_t970,C3-P3,970,2999.7890625
8651,C3-P3_t971,C3-P3,971,2999.79296875
8652,C3-P3_t972,C3-P3,972,2999.796875
8653,C3-P3_t973,C3-P3,973,2999.80078125
8654,C3-P3_t974,C3-P3,974,2999.8046875
8655,C3-P3_t975,C3-P3,975,2999.80859375
8656,C3-P3_t976,C3-P3,976,2999.8125
8657,C3-P3_t977,C3-P3,977,2999.81640625
8658,C3-P3_t978,C3-P3,978,2999.8203125
8659,C3-P3_t979,C3-P3,979,2999.82421875
8660,C3-P3_t980,C3-P3,980,2999.828125
8661,C3-P3_t981,C3-P3,981,2999.83203125
8662,C3-P3_t982,C3-P3,982,2999.8359375
8663,C3-P3_t983,C3-P3,983,2999.83984375
8664,C3-P3_t984,C3-P3,984,2999.84375
8665,C3-P3_t985,C3-P3,985,2999.84765625
8666,C3-P3_t986,C3-P3,986,2999.8515625
8667,C3-P3_t987,C3-P3,987,2999.85546875
8668,C3-P3_t988,C3-P3,988,2999.859375
8669,C3-P3_t989,C3-P3,989,2999.86328125
8670,C3-P3_t990,C3-P3,990,2999.8671875
8671,C3-P3_t991,C3-P3,991,2999.87109375
8672,C3-P3_t992,C3-P3,992,2999.875
8673,C3-P3_t993,C3-P3,993,2999.87890625
8674,C3-P3_t994,C3-P3,994,2999.8828125
8675,C3-P3_t995,C3-P3,995,2999.88671875
8676,C3-P3_t996,C3-P3,996,2999.890625
8677,C3-P3_t997,C3-P3,997,2999.89453125
8678,C3-P3_t998,C3-P3,998,2999.8984375
8679,C3-P3_t999,C3-P3,999,2999.90234375
8680,C3-P3_t1000,C3-P3,1000,2999.90625
8681,C3-P3_t1001,C3-P3,1001,2999.91015625
8682,C3-P3_t1002,C3-P3,1002,2999.9140625
8683,C3-P3_t1003,C3-P3,1003,2999.91796875
8684,C3-P3_t1004,C3-P3,1004,2999.921875
8685,C3-P3_t1005,C3-P3,1005,2999.92578125
8686,C3-P3_t1006,C3-P3,1006,2999.9296875
8687,C3-P3_t1007,C3-P3,1007,2999.93359375
8688,C3-P3_t1008,C3-P3,1008,2999.9375
8689,C3-P3_t1009,C3-P3,1009,2999.94140625
8690,C3-P3_t1010,C3-P3,1010,2999.9453125
8691,C3-P3_t1011,C3-P3,1011,2999.94921875
8692,C3-P3_t1012,C3-P3,1012,2999.953125
8693,C3-P3_t1013,C3-P3,1013,2999.95703125
8694,C3-P3_t1014,C3-P3,1014,2999.9609375
8695,C3-P3_t1015,C3-P3,1015,2999.96484375
8696,C3-P3_t1016,C3-P3,1016,2999.96875
8697,C3-P3_t1017,C3-P3,1017,2999.97265625
8698,C3-P3_t1018,C3-P3,1018,2999.9765625
8699,C3-P3_t1019,C3-P3,1019,2999.98046875
8700,C3-P3_t1020,C3-P3,1020,2999.984375
8701,C3-P3_t1021,C3-P3,1021,2999.98828125
8702,C3-P3_t1022,C3-P3,1022,2999.9921875
8703,C3-P3_t1023,C3-P3,1023,2999.99609375
8704,C3-P3_t1024,C3-P3,1024,3000.0
8705,C3-P3_t1025,C3-P3,1025,3000.00390625
8706,C3-P3_t1026,C3-P3,1026,3000.0078125
8707,C3-P3_t1027,C3-P3,1027,3000.01171875
8708,C3-P3_t1028,C3-P3,1028,3000.015625
8709,C3-P3_t1029,C3-P3,1029,3000.01953125
8710,C3-P3_t1030,C3-P3,1030,3000.0234375
8711,C3-P3_t1031,C3-P3,1031,3000.02734375
8712,C3-P3_t1032,C3-P3,1032,3000.03125
8713,C3-P3_t1033,C3-P3,1033,3000.03515625
8714,C3-P3_t1034,C3-P3,1034,3000.0390625
8715,C3-P3_t1035,C3-P3,1035,3000.04296875
8716,C3-P3_t1036,C3-P3,1036,3000.046875
8717,C3-P3_t1037,C3-P3,1037,3000.05078125
8718,C3-P3_t1038,C3-P3,1038,3000.0546875
8719,C3-P3_t1039,C3-P3,1039,3000.05859375
8720,C3-P3_t1040,C3-P3,1040,3000.0625
8721,C3-P3_t1041,C3-P3,1041,3000.06640625
8722,C3-P3_t1042,C3-P3,1042,3000.0703125
8723,C3-P3_t1043,C3-P3,1043,3000.07421875
8724,C3-P3_t1044,C3-P3,1044,3000.078125
8725,C3-P3_t1045,C3-P3,1045,3000.08203125
8726,C3-P3_t1046,C3-P3,1046,3000.0859375
8727,C3-P3_t1047,C3-P3,1047,3000.08984375
8728,C3-P3_t1048,C3-P3,1048,3000.09375
8729,C3-P3_t1049,C3-P3,1049,3000.09765625
8730,C3-P3_t1050,C3-P3,1050,3000.1015625
8731,C3-P3_t1051,C3-P3,1051,3000.10546875
8732,C3-P3_t1052,C3-P3,1052,3000.109375
