Id,Label,electrode,time_idx,layer,graph_label
P7-O1_t1185,P7-O1_t1185,P7-O1,1185,P7-O1,ictal
P7-O1_t1186,P7-O1_t1186,P7-O1,1186,P7-O1,ictal
P7-O1_t1187,P7-O1_t1187,P7-O1,1187,P7-O1,ictal
P7-O1_t1188,P7-O1_t1188,P7-O1,1188,P7-O1,ictal
P7-O1_t1189,P7-O1_t1189,P7-O1,1189,P7-O1,ictal
P7-O1_t1190,P7-O1_t1190,P7-O1,1190,P7-O1,ictal
P7-O1_t1191,P7-O1_t1191,P7-O1,1191,P7-O1,ictal
P7-O1_t1192,P7-O1_t1192,P7-O1,1192,P7-O1,ictal
P7-O1_t1193,P7-O1_t1193,P7-O1,1193,P7-O1,ictal
P7-O1_t1194,P7-O1_t1194,P7-O1,1194,P7-O1,ictal
P7-O1_t1195,P7-O1_t1195,P7-O1,1195,P7-O1,ictal
P7-O1_t1196,P7-O1_t1196,P7-O1,1196,P7-O1,ictal
P7-O1_t1197,P7-O1_t1197,P7-O1,1197,P7-O1,ictal
P7-O1_t1198,P7-O1_t1198,P7-O1,1198,P7-O1,ictal
P7-O1_t1199,P7-O1_t1199,P7-O1,1199,P7-O1,ictal
P7-O1_t1200,P7-O1_t1200,P7-O1,1200,P7-O1,ictal
P7-O1_t1201,P7-O1_t1201,P7-O1,1201,P7-O1,ictal
P7-O1_t1202,P7-O1_t1202,P7-O1,1202,P7-O1,ictal
P7-O1_t1203,P7-O1_t1203,P7-O1,1203,P7-O1,ictal
P7-O1_t1204,P7-O1_t1204,P7-O1,1204,P7-O1,ictal
P7-O1_t1205,P7-O1_t1205,P7-O1,1205,P7-O1,ictal
P7-O1_t1206,P7-O1_t1206,P7-O1,1206,P7-O1,ictal
P7-O1_t1207,P7-O1_t1207,P7-O1,1207,P7-O1,ictal
P7-O1_t1208,P7-O1_t1208,P7-O1,1208,P7-O1,ictal
P7-O1_t1209,P7-O1_t1209,P7-O1,1209,P7-O1,ictal
P7-O1_t1210,P7-O1_t1210,P7-O1,1210,P7-O1,ictal
P7-O1_t1211,P7-O1_t1211,P7-O1,1211,P7-O1,ictal
P7-O1_t1212,P7-O1_t1212,P7-O1,1212,P7-O1,ictal
P7-O1_t1213,P7-O1_t1213,P7-O1,1213,P7-O1,ictal
P7-O1_t1214,P7-O1_t1214,P7-O1,1214,P7-O1,ictal
P7-O1_t1215,P7-O1_t1215,P7-O1,1215,P7-O1,ictal
P7-O1_t1216,P7-O1_t1216,P7-O1,1216,P7-O1,ictal
P7-O1_t1217,P7-O1_t1217,P7-O1,1217,P7-O1,ictal
P7-O1_t1218,P7-O1_t1218,P7-O1,1218,P7-O1,ictal
P7-O1_t1219,P7-O1_t1219,P7-O1,1219,P7-O1,ictal
P7-O1_t1220,P7-O1_t1220,P7-O1,1220,P7-O1,ictal
P7-O1_t1221,P7-O1_t1221,P7-O1,1221,P7-O1,ictal
P7-O1_t1222,P7-O1_t1222,P7-O1,1222,P7-O1,ictal
P7-O1_t1223,P7-O1_t1223,P7-O1,1223,P7-O1,ictal
P7-O1_t1224,P7-O1_t1224,P7-O1,1224,P7-O1,ictal
P7-O1_t1225,P7-O1_t1225,P7-O1,1225,P7-O1,ictal
P7-O1_t1226,P7-O1_t1226,P7-O1,1226,P7-O1,ictal
P7-O1_t1227,P7-O1_t1227,P7-O1,1227,P7-O1,ictal
P7-O1_t1228,P7-O1_t1228,P7-O1,1228,P7-O1,ictal
P7-O1_t1229,P7-O1_t1229,P7-O1,1229,P7-O1,ictal
P7-O1_t1230,P7-O1_t1230,P7-O1,1230,P7-O1,ictal
P7-O1_t1231,P7-O1_t1231,P7-O1,1231,P7-O1,ictal
P7-O1_t1232,P7-O1_t1232,P7-O1,1232,P7-O1,ictal
P7-O1_t1233,P7-O1_t1233,P7-O1,1233,P7-O1,ictal
P7-O1_t1234,P7-O1_t1234,P7-O1,1234,P7-O1,ictal
P7-O1_t1235,P7-O1_t1235,P7-O1,1235,P7-O1,ictal
P7-O1_t1236,P7-O1_t1236,P7-O1,1236,P7-O1,ictal
P7-O1_t1237,P7-O1_t1237,P7-O1,1237,P7-O1,ictal
P7-O1_t1238,P7-O1_t1238,P7-O1,1238,P7-O1,ictal
P7-O1_t1239,P7-O1_t1239,P7-O1,1239,P7-O1,ictal
P7-O1_t1240,P7-O1_t1240,P7-O1,1240,P7-O1,ictal
P7-O1_t1241,P7-O1_t1241,P7-O1,1241,P7-O1,ictal
P7-O1_t1242,P7-O1_t1242,P7-O1,1242,P7-O1,ictal
P7-O1_t1243,P7-O1_t1243,P7-O1,1243,P7-O1,ictal
P7-O1_t1244,P7-O1_t1244,P7-O1,1244,P7-O1,ictal
P7-O1_t1245,P7-O1_t1245,P7-O1,1245,P7-O1,ictal
P7-O1_t1246,P7-O1_t1246,P7-O1,1246,P7-O1,ictal
P7-O1_t1247,P7-O1_t1247,P7-O1,1247,P7-O1,ictal
P7-O1_t1248,P7-O1_t1248,P7-O1,1248,P7-O1,ictal
P7-O1_t1249,P7-O1_t1249,P7-O1,1249,P7-O1,ictal
P7-O1_t1250,P7-O1_t1250,P7-O1,1250,P7-O1,ictal
P7-O1_t1251,P7-O1_t1251,P7-O1,1251,P7-O1,ictal
P7-O1_t1252,P7-O1_t1252,P7-O1,1252,P7-O1,ictal
P7-O1_t1253,P7-O1_t1253,P7-O1,1253,P7-O1,ictal
P7-O1_t1254,P7-O1_t1254,P7-O1,1254,P7-O1,ictal
P7-O1_t1255,P7-O1_t1255,P7-O1,1255,P7-O1,ictal
P7-O1_t1256,P7-O1_t1256,P7-O1,1256,P7-O1,ictal
P7-O1_t1257,P7-O1_t1257,P7-O1,1257,P7-O1,ictal
P7-O1_t1258,P7-O1_t1258,P7-O1,1258,P7-O1,ictal
P7-O1_t1259,P7-O1_t1259,P7-O1,1259,P7-O1,ictal
P7-O1_t1260,P7-O1_t1260,P7-O1,1260,P7-O1,ictal
P7-O1_t1261,P7-O1_t1261,P7-O1,1261,P7-O1,ictal
P7-O1_t1262,P7-O1_t1262,P7-O1,1262,P7-O1,ictal
P7-O1_t1263,P7-O1_t1263,P7-O1,1263,P7-O1,ictal
P7-O1_t1264,P7-O1_t1264,P7-O1,1264,P7-O1,ictal
P7-O1_t1265,P7-O1_t1265,P7-O1,1265,P7-O1,ictal
P7-O1_t1266,P7-O1_t1266,P7-O1,1266,P7-O1,ictal
P7-O1_t1267,P7-O1_t1267,P7-O1,1267,P7-O1,ictal
P7-O1_t1268,P7-O1_t1268,P7-O1,1268,P7-O1,ictal
P7-O1_t1269,P7-O1_t1269,P7-O1,1269,P7-O1,ictal
P7-O1_t1270,P7-O1_t1270,P7-O1,1270,P7-O1,ictal
P7-O1_t1271,P7-O1_t1271,P7-O1,1271,P7-O1,ictal
P7-O1_t1272,P7-O1_t1272,P7-O1,1272,P7-O1,ictal
P7-O1_t1273,P7-O1_t1273,P7-O1,1273,P7-O1,ictal
P7-O1_t1274,P7-O1_t1274,P7-O1,1274,P7-O1,ictal
P7-O1_t1275,P7-O1_t1275,P7-O1,1275,P7-O1,ictal
P7-O1_t1276,P7-O1_t1276,P7-O1,1276,P7-O1,ictal
P7-O1_t1277,P7-O1_t1277,P7-O1,1277,P7-O1,ictal
P7-O1_t1278,P7-O1_t1278,P7-O1,1278,P7-O1,ictal
P7-O1_t1279,P7-O1_t1279,P7-O1,1279,P7-O1,ictal
FP1-F3_t0,FP1-F3_t0,FP1-F3,0,FP1-F3,ictal
FP1-F3_t1,FP1-F3_t1,FP1-F3,1,FP1-F3,ictal
FP1-F3_t2,FP1-F3_t2,FP1-F3,2,FP1-F3,ictal
FP1-F3_t3,FP1-F3_t3,FP1-F3,3,FP1-F3,ictal
FP1-F3_t4,FP1-F3_t4,FP1-F3,4,FP1-F3,ictal
FP1-F3_t5,FP1-F3_t5,FP1-F3,5,FP1-F3,ictal
FP1-F3_t6,FP1-F3_t6,FP1-F3,6,FP1-F3,ictal
FP1-F3_t7,FP1-F3_t7,FP1-F3,7,FP1-F3,ictal
FP1-F3_t8,FP1-F3_t8,FP1-F3,8,FP1-F3,ictal
FP1-F3_t9,FP1-F3_t9,FP1-F3,9,FP1-F3,ictal
FP1-F3_t10,FP1-F3_t10,FP1-F3,10,FP1-F3,ictal
FP1-F3_t11,FP1-F3_t11,FP1-F3,11,FP1-F3,ictal
FP1-F3_t12,FP1-F3_t12,FP1-F3,12,FP1-F3,ictal
FP1-F3_t13,FP1-F3_t13,FP1-F3,13,FP1-F3,ictal
FP1-F3_t14,FP1-F3_t14,FP1-F3,14,FP1-F3,ictal
FP1-F3_t15,FP1-F3_t15,FP1-F3,15,FP1-F3,ictal
FP1-F3_t16,FP1-F3_t16,FP1-F3,16,FP1-F3,ictal
FP1-F3_t17,FP1-F3_t17,FP1-F3,17,FP1-F3,ictal
FP1-F3_t18,FP1-F3_t18,FP1-F3,18,FP1-F3,ictal
FP1-F3_t19,FP1-F3_t19,FP1-F3,19,FP1-F3,ictal
FP1-F3_t20,FP1-F3_t20,FP1-F3,20,FP1-F3,ictal
FP1-F3_t21,FP1-F3_t21,FP1-F3,21,FP1-F3,ictal
FP1-F3_t22,FP1-F3_t22,FP1-F3,22,FP1-F3,ictal
FP1-F3_t23,FP1-F3_t23,FP1-F3,23,FP1-F3,ictal
FP1-F3_t24,FP1-F3_t24,FP1-F3,24,FP1-F3,ictal
FP1-F3_t25,FP1-F3_t25,FP1-F3,25,FP1-F3,ictal
FP1-F3_t26,FP1-F3_t26,FP1-F3,26,FP1-F3,ictal
FP1-F3_t27,FP1-F3_t27,FP1-F3,27,FP1-F3,ictal
FP1-F3_t28,FP1-F3_t28,FP1-F3,28,FP1-F3,ictal
FP1-F3_t29,FP1-F3_t29,FP1-F3,29,FP1-F3,ictal
FP1-F3_t30,FP1-F3_t30,FP1-F3,30,FP1-F3,ictal
FP1-F3_t31,FP1-F3_t31,FP1-F3,31,FP1-F3,ictal
FP1-F3_t32,FP1-F3_t32,FP1-F3,32,FP1-F3,ictal
FP1-F3_t33,FP1-F3_t33,FP1-F3,33,FP1-F3,ictal
FP1-F3_t34,FP1-F3_t34,FP1-F3,34,FP1-F3,ictal
FP1-F3_t35,FP1-F3_t35,FP1-F3,35,FP1-F3,ictal
FP1-F3_t36,FP1-F3_t36,FP1-F3,36,FP1-F3,ictal
FP1-F3_t37,FP1-F3_t37,FP1-F3,37,FP1-F3,ictal
FP1-F3_t38,FP1-F3_t38,FP1-F3,38,FP1-F3,ictal
FP1-F3_t39,FP1-F3_t39,FP1-F3,39,FP1-F3,ictal
FP1-F3_t40,FP1-F3_t40,FP1-F3,40,FP1-F3,ictal
FP1-F3_t41,FP1-F3_t41,FP1-F3,41,FP1-F3,ictal
FP1-F3_t42,FP1-F3_t42,FP1-F3,42,FP1-F3,ictal
FP1-F3_t43,FP1-F3_t43,FP1-F3,43,FP1-F3,ictal
FP1-F3_t44,FP1-F3_t44,FP1-F3,44,FP1-F3,ictal
FP1-F3_t45,FP1-F3_t45,FP1-F3,45,FP1-F3,ictal
FP1-F3_t46,FP1-F3_t46,FP1-F3,46,FP1-F3,ictal
FP1-F3_t47,FP1-F3_t47,FP1-F3,47,FP1-F3,ictal
FP1-F3_t48,FP1-F3_t48,FP1-F3,48,FP1-F3,ictal
FP1-F3_t49,FP1-F3_t49,FP1-F3,49,FP1-F3,ictal
FP1-F3_t50,FP1-F3_t50,FP1-F3,50,FP1-F3,ictal
FP1-F3_t51,FP1-F3_t51,FP1-F3,51,FP1-F3,ictal
FP1-F3_t52,FP1-F3_t52,FP1-F3,52,FP1-F3,ictal
FP1-F3_t53,FP1-F3_t53,FP1-F3,53,FP1-F3,ictal
FP1-F3_t54,FP1-F3_t54,FP1-F3,54,FP1-F3,ictal
FP1-F3_t55,FP1-F3_t55,FP1-F3,55,FP1-F3,ictal
FP1-F3_t56,FP1-F3_t56,FP1-F3,56,FP1-F3,ictal
FP1-F3_t57,FP1-F3_t57,FP1-F3,57,FP1-F3,ictal
FP1-F3_t58,FP1-F3_t58,FP1-F3,58,FP1-F3,ictal
FP1-F3_t59,FP1-F3_t59,FP1-F3,59,FP1-F3,ictal
FP1-F3_t60,FP1-F3_t60,FP1-F3,60,FP1-F3,ictal
FP1-F3_t61,FP1-F3_t61,FP1-F3,61,FP1-F3,ictal
FP1-F3_t62,FP1-F3_t62,FP1-F3,62,FP1-F3,ictal
FP1-F3_t63,FP1-F3_t63,FP1-F3,63,FP1-F3,ictal
FP1-F3_t64,FP1-F3_t64,FP1-F3,64,FP1-F3,ictal
FP1-F3_t65,FP1-F3_t65,FP1-F3,65,FP1-F3,ictal
FP1-F3_t66,FP1-F3_t66,FP1-F3,66,FP1-F3,ictal
FP1-F3_t67,FP1-F3_t67,FP1-F3,67,FP1-F3,ictal
FP1-F3_t68,FP1-F3_t68,FP1-F3,68,FP1-F3,ictal
FP1-F3_t69,FP1-F3_t69,FP1-F3,69,FP1-F3,ictal
FP1-F3_t70,FP1-F3_t70,FP1-F3,70,FP1-F3,ictal
FP1-F3_t71,FP1-F3_t71,FP1-F3,71,FP1-F3,ictal
FP1-F3_t72,FP1-F3_t72,FP1-F3,72,FP1-F3,ictal
FP1-F3_t73,FP1-F3_t73,FP1-F3,73,FP1-F3,ictal
FP1-F3_t74,FP1-F3_t74,FP1-F3,74,FP1-F3,ictal
FP1-F3_t75,FP1-F3_t75,FP1-F3,75,FP1-F3,ictal
FP1-F3_t76,FP1-F3_t76,FP1-F3,76,FP1-F3,ictal
FP1-F3_t77,FP1-F3_t77,FP1-F3,77,FP1-F3,ictal
FP1-F3_t78,FP1-F3_t78,FP1-F3,78,FP1-F3,ictal
FP1-F3_t79,FP1-F3_t79,FP1-F3,79,FP1-F3,ictal
FP1-F3_t80,FP1-F3_t80,FP1-F3,80,FP1-F3,ictal
FP1-F3_t81,FP1-F3_t81,FP1-F3,81,FP1-F3,ictal
FP1-F3_t82,FP1-F3_t82,FP1-F3,82,FP1-F3,ictal
FP1-F3_t83,FP1-F3_t83,FP1-F3,83,FP1-F3,ictal
FP1-F3_t84,FP1-F3_t84,FP1-F3,84,FP1-F3,ictal
FP1-F3_t85,FP1-F3_t85,FP1-F3,85,FP1-F3,ictal
FP1-F3_t86,FP1-F3_t86,FP1-F3,86,FP1-F3,ictal
FP1-F3_t87,FP1-F3_t87,FP1-F3,87,FP1-F3,ictal
FP1-F3_t88,FP1-F3_t88,FP1-F3,88,FP1-F3,ictal
FP1-F3_t89,FP1-F3_t89,FP1-F3,89,FP1-F3,ictal
FP1-F3_t90,FP1-F3_t90,FP1-F3,90,FP1-F3,ictal
FP1-F3_t91,FP1-F3_t91,FP1-F3,91,FP1-F3,ictal
FP1-F3_t92,FP1-F3_t92,FP1-F3,92,FP1-F3,ictal
FP1-F3_t93,FP1-F3_t93,FP1-F3,93,FP1-F3,ictal
FP1-F3_t94,FP1-F3_t94,FP1-F3,94,FP1-F3,ictal
FP1-F3_t95,FP1-F3_t95,FP1-F3,95,FP1-F3,ictal
FP1-F3_t96,FP1-F3_t96,FP1-F3,96,FP1-F3,ictal
FP1-F3_t97,FP1-F3_t97,FP1-F3,97,FP1-F3,ictal
FP1-F3_t98,FP1-F3_t98,FP1-F3,98,FP1-F3,ictal
FP1-F3_t99,FP1-F3_t99,FP1-F3,99,FP1-F3,ictal
FP1-F3_t100,FP1-F3_t100,FP1-F3,100,FP1-F3,ictal
FP1-F3_t101,FP1-F3_t101,FP1-F3,101,FP1-F3,ictal
FP1-F3_t102,FP1-F3_t102,FP1-F3,102,FP1-F3,ictal
FP1-F3_t103,FP1-F3_t103,FP1-F3,103,FP1-F3,ictal
FP1-F3_t104,FP1-F3_t104,FP1-F3,104,FP1-F3,ictal
FP1-F3_t105,FP1-F3_t105,FP1-F3,105,FP1-F3,ictal
FP1-F3_t106,FP1-F3_t106,FP1-F3,106,FP1-F3,ictal
FP1-F3_t107,FP1-F3_t107,FP1-F3,107,FP1-F3,ictal
FP1-F3_t108,FP1-F3_t108,FP1-F3,108,FP1-F3,ictal
FP1-F3_t109,FP1-F3_t109,FP1-F3,109,FP1-F3,ictal
FP1-F3_t110,FP1-F3_t110,FP1-F3,110,FP1-F3,ictal
FP1-F3_t111,FP1-F3_t111,FP1-F3,111,FP1-F3,ictal
FP1-F3_t112,FP1-F3_t112,FP1-F3,112,FP1-F3,ictal
FP1-F3_t113,FP1-F3_t113,FP1-F3,113,FP1-F3,ictal
FP1-F3_t114,FP1-F3_t114,FP1-F3,114,FP1-F3,ictal
FP1-F3_t115,FP1-F3_t115,FP1-F3,115,FP1-F3,ictal
FP1-F3_t116,FP1-F3_t116,FP1-F3,116,FP1-F3,ictal
FP1-F3_t117,FP1-F3_t117,FP1-F3,117,FP1-F3,ictal
FP1-F3_t118,FP1-F3_t118,FP1-F3,118,FP1-F3,ictal
FP1-F3_t119,FP1-F3_t119,FP1-F3,119,FP1-F3,ictal
FP1-F3_t120,FP1-F3_t120,FP1-F3,120,FP1-F3,ictal
FP1-F3_t121,FP1-F3_t121,FP1-F3,121,FP1-F3,ictal
FP1-F3_t122,FP1-F3_t122,FP1-F3,122,FP1-F3,ictal
FP1-F3_t123,FP1-F3_t123,FP1-F3,123,FP1-F3,ictal
FP1-F3_t124,FP1-F3_t124,FP1-F3,124,FP1-F3,ictal
FP1-F3_t125,FP1-F3_t125,FP1-F3,125,FP1-F3,ictal
FP1-F3_t126,FP1-F3_t126,FP1-F3,126,FP1-F3,ictal
FP1-F3_t127,FP1-F3_t127,FP1-F3,127,FP1-F3,ictal
FP1-F3_t128,FP1-F3_t128,FP1-F3,128,FP1-F3,ictal
FP1-F3_t129,FP1-F3_t129,FP1-F3,129,FP1-F3,ictal
FP1-F3_t130,FP1-F3_t130,FP1-F3,130,FP1-F3,ictal
FP1-F3_t131,FP1-F3_t131,FP1-F3,131,FP1-F3,ictal
FP1-F3_t132,FP1-F3_t132,FP1-F3,132,FP1-F3,ictal
FP1-F3_t133,FP1-F3_t133,FP1-F3,133,FP1-F3,ictal
FP1-F3_t134,FP1-F3_t134,FP1-F3,134,FP1-F3,ictal
FP1-F3_t135,FP1-F3_t135,FP1-F3,135,FP1-F3,ictal
FP1-F3_t136,FP1-F3_t136,FP1-F3,136,FP1-F3,ictal
FP1-F3_t137,FP1-F3_t137,FP1-F3,137,FP1-F3,ictal
FP1-F3_t138,FP1-F3_t138,FP1-F3,138,FP1-F3,ictal
FP1-F3_t139,FP1-F3_t139,FP1-F3,139,FP1-F3,ictal
FP1-F3_t140,FP1-F3_t140,FP1-F3,140,FP1-F3,ictal
FP1-F3_t141,FP1-F3_t141,FP1-F3,141,FP1-F3,ictal
FP1-F3_t142,FP1-F3_t142,FP1-F3,142,FP1-F3,ictal
FP1-F3_t143,FP1-F3_t143,FP1-F3,143,FP1-F3,ictal
FP1-F3_t144,FP1-F3_t144,FP1-F3,144,FP1-F3,ictal
FP1-F3_t145,FP1-F3_t145,FP1-F3,145,FP1-F3,ictal
FP1-F3_t146,FP1-F3_t146,FP1-F3,146,FP1-F3,ictal
FP1-F3_t147,FP1-F3_t147,FP1-F3,147,FP1-F3,ictal
FP1-F3_t148,FP1-F3_t148,FP1-F3,148,FP1-F3,ictal
FP1-F3_t149,FP1-F3_t149,FP1-F3,149,FP1-F3,ictal
FP1-F3_t150,FP1-F3_t150,FP1-F3,150,FP1-F3,ictal
FP1-F3_t151,FP1-F3_t151,FP1-F3,151,FP1-F3,ictal
FP1-F3_t152,FP1-F3_t152,FP1-F3,152,FP1-F3,ictal
FP1-F3_t153,FP1-F3_t153,FP1-F3,153,FP1-F3,ictal
FP1-F3_t154,FP1-F3_t154,FP1-F3,154,FP1-F3,ictal
FP1-F3_t155,FP1-F3_t155,FP1-F3,155,FP1-F3,ictal
FP1-F3_t156,FP1-F3_t156,FP1-F3,156,FP1-F3,ictal
FP1-F3_t157,FP1-F3_t157,FP1-F3,157,FP1-F3,ictal
FP1-F3_t158,FP1-F3_t158,FP1-F3,158,FP1-F3,ictal
FP1-F3_t159,FP1-F3_t159,FP1-F3,159,FP1-F3,ictal
FP1-F3_t160,FP1-F3_t160,FP1-F3,160,FP1-F3,ictal
FP1-F3_t161,FP1-F3_t161,FP1-F3,161,FP1-F3,ictal
FP1-F3_t162,FP1-F3_t162,FP1-F3,162,FP1-F3,ictal
FP1-F3_t163,FP1-F3_t163,FP1-F3,163,FP1-F3,ictal
FP1-F3_t164,FP1-F3_t164,FP1-F3,164,FP1-F3,ictal
FP1-F3_t165,FP1-F3_t165,FP1-F3,165,FP1-F3,ictal
FP1-F3_t166,FP1-F3_t166,FP1-F3,166,FP1-F3,ictal
FP1-F3_t167,FP1-F3_t167,FP1-F3,167,FP1-F3,ictal
FP1-F3_t168,FP1-F3_t168,FP1-F3,168,FP1-F3,ictal
FP1-F3_t169,FP1-F3_t169,FP1-F3,169,FP1-F3,ictal
FP1-F3_t170,FP1-F3_t170,FP1-F3,170,FP1-F3,ictal
FP1-F3_t171,FP1-F3_t171,FP1-F3,171,FP1-F3,ictal
FP1-F3_t172,FP1-F3_t172,FP1-F3,172,FP1-F3,ictal
FP1-F3_t173,FP1-F3_t173,FP1-F3,173,FP1-F3,ictal
FP1-F3_t174,FP1-F3_t174,FP1-F3,174,FP1-F3,ictal
FP1-F3_t175,FP1-F3_t175,FP1-F3,175,FP1-F3,ictal
FP1-F3_t176,FP1-F3_t176,FP1-F3,176,FP1-F3,ictal
FP1-F3_t177,FP1-F3_t177,FP1-F3,177,FP1-F3,ictal
FP1-F3_t178,FP1-F3_t178,FP1-F3,178,FP1-F3,ictal
FP1-F3_t179,FP1-F3_t179,FP1-F3,179,FP1-F3,ictal
FP1-F3_t180,FP1-F3_t180,FP1-F3,180,FP1-F3,ictal
FP1-F3_t181,FP1-F3_t181,FP1-F3,181,FP1-F3,ictal
FP1-F3_t182,FP1-F3_t182,FP1-F3,182,FP1-F3,ictal
FP1-F3_t183,FP1-F3_t183,FP1-F3,183,FP1-F3,ictal
FP1-F3_t184,FP1-F3_t184,FP1-F3,184,FP1-F3,ictal
FP1-F3_t185,FP1-F3_t185,FP1-F3,185,FP1-F3,ictal
FP1-F3_t186,FP1-F3_t186,FP1-F3,186,FP1-F3,ictal
FP1-F3_t187,FP1-F3_t187,FP1-F3,187,FP1-F3,ictal
FP1-F3_t188,FP1-F3_t188,FP1-F3,188,FP1-F3,ictal
FP1-F3_t189,FP1-F3_t189,FP1-F3,189,FP1-F3,ictal
FP1-F3_t190,FP1-F3_t190,FP1-F3,190,FP1-F3,ictal
FP1-F3_t191,FP1-F3_t191,FP1-F3,191,FP1-F3,ictal
FP1-F3_t192,FP1-F3_t192,FP1-F3,192,FP1-F3,ictal
FP1-F3_t193,FP1-F3_t193,FP1-F3,193,FP1-F3,ictal
FP1-F3_t194,FP1-F3_t194,FP1-F3,194,FP1-F3,ictal
FP1-F3_t195,FP1-F3_t195,FP1-F3,195,FP1-F3,ictal
FP1-F3_t196,FP1-F3_t196,FP1-F3,196,FP1-F3,ictal
FP1-F3_t197,FP1-F3_t197,FP1-F3,197,FP1-F3,ictal
FP1-F3_t198,FP1-F3_t198,FP1-F3,198,FP1-F3,ictal
FP1-F3_t199,FP1-F3_t199,FP1-F3,199,FP1-F3,ictal
FP1-F3_t200,FP1-F3_t200,FP1-F3,200,FP1-F3,ictal
FP1-F3_t201,FP1-F3_t201,FP1-F3,201,FP1-F3,ictal
FP1-F3_t202,FP1-F3_t202,FP1-F3,202,FP1-F3,ictal
FP1-F3_t203,FP1-F3_t203,FP1-F3,203,FP1-F3,ictal
FP1-F3_t204,FP1-F3_t204,FP1-F3,204,FP1-F3,ictal
FP1-F3_t205,FP1-F3_t205,FP1-F3,205,FP1-F3,ictal
FP1-F3_t206,FP1-F3_t206,FP1-F3,206,FP1-F3,ictal
FP1-F3_t207,FP1-F3_t207,FP1-F3,207,FP1-F3,ictal
FP1-F3_t208,FP1-F3_t208,FP1-F3,208,FP1-F3,ictal
FP1-F3_t209,FP1-F3_t209,FP1-F3,209,FP1-F3,ictal
FP1-F3_t210,FP1-F3_t210,FP1-F3,210,FP1-F3,ictal
FP1-F3_t211,FP1-F3_t211,FP1-F3,211,FP1-F3,ictal
FP1-F3_t212,FP1-F3_t212,FP1-F3,212,FP1-F3,ictal
FP1-F3_t213,FP1-F3_t213,FP1-F3,213,FP1-F3,ictal
FP1-F3_t214,FP1-F3_t214,FP1-F3,214,FP1-F3,ictal
FP1-F3_t215,FP1-F3_t215,FP1-F3,215,FP1-F3,ictal
FP1-F3_t216,FP1-F3_t216,FP1-F3,216,FP1-F3,ictal
FP1-F3_t217,FP1-F3_t217,FP1-F3,217,FP1-F3,ictal
FP1-F3_t218,FP1-F3_t218,FP1-F3,218,FP1-F3,ictal
FP1-F3_t219,FP1-F3_t219,FP1-F3,219,FP1-F3,ictal
FP1-F3_t220,FP1-F3_t220,FP1-F3,220,FP1-F3,ictal
FP1-F3_t221,FP1-F3_t221,FP1-F3,221,FP1-F3,ictal
FP1-F3_t222,FP1-F3_t222,FP1-F3,222,FP1-F3,ictal
FP1-F3_t223,FP1-F3_t223,FP1-F3,223,FP1-F3,ictal
FP1-F3_t224,FP1-F3_t224,FP1-F3,224,FP1-F3,ictal
FP1-F3_t225,FP1-F3_t225,FP1-F3,225,FP1-F3,ictal
FP1-F3_t226,FP1-F3_t226,FP1-F3,226,FP1-F3,ictal
FP1-F3_t227,FP1-F3_t227,FP1-F3,227,FP1-F3,ictal
FP1-F3_t228,FP1-F3_t228,FP1-F3,228,FP1-F3,ictal
FP1-F3_t229,FP1-F3_t229,FP1-F3,229,FP1-F3,ictal
FP1-F3_t230,FP1-F3_t230,FP1-F3,230,FP1-F3,ictal
FP1-F3_t231,FP1-F3_t231,FP1-F3,231,FP1-F3,ictal
FP1-F3_t232,FP1-F3_t232,FP1-F3,232,FP1-F3,ictal
FP1-F3_t233,FP1-F3_t233,FP1-F3,233,FP1-F3,ictal
FP1-F3_t234,FP1-F3_t234,FP1-F3,234,FP1-F3,ictal
FP1-F3_t235,FP1-F3_t235,FP1-F3,235,FP1-F3,ictal
FP1-F3_t236,FP1-F3_t236,FP1-F3,236,FP1-F3,ictal
FP1-F3_t237,FP1-F3_t237,FP1-F3,237,FP1-F3,ictal
FP1-F3_t238,FP1-F3_t238,FP1-F3,238,FP1-F3,ictal
FP1-F3_t239,FP1-F3_t239,FP1-F3,239,FP1-F3,ictal
FP1-F3_t240,FP1-F3_t240,FP1-F3,240,FP1-F3,ictal
FP1-F3_t241,FP1-F3_t241,FP1-F3,241,FP1-F3,ictal
FP1-F3_t242,FP1-F3_t242,FP1-F3,242,FP1-F3,ictal
FP1-F3_t243,FP1-F3_t243,FP1-F3,243,FP1-F3,ictal
FP1-F3_t244,FP1-F3_t244,FP1-F3,244,FP1-F3,ictal
FP1-F3_t245,FP1-F3_t245,FP1-F3,245,FP1-F3,ictal
FP1-F3_t246,FP1-F3_t246,FP1-F3,246,FP1-F3,ictal
FP1-F3_t247,FP1-F3_t247,FP1-F3,247,FP1-F3,ictal
FP1-F3_t248,FP1-F3_t248,FP1-F3,248,FP1-F3,ictal
FP1-F3_t249,FP1-F3_t249,FP1-F3,249,FP1-F3,ictal
FP1-F3_t250,FP1-F3_t250,FP1-F3,250,FP1-F3,ictal
FP1-F3_t251,FP1-F3_t251,FP1-F3,251,FP1-F3,ictal
FP1-F3_t252,FP1-F3_t252,FP1-F3,252,FP1-F3,ictal
FP1-F3_t253,FP1-F3_t253,FP1-F3,253,FP1-F3,ictal
FP1-F3_t254,FP1-F3_t254,FP1-F3,254,FP1-F3,ictal
FP1-F3_t255,FP1-F3_t255,FP1-F3,255,FP1-F3,ictal
