Id,Label,electrode,pattern,pattern_rank,layer,graph_label
P7-O1_ord_41023,P7-O1_ord_41023,P7-O1,41023,102,P7-O1,graph_interictal_chb01_10
P7-O1_ord_41032,P7-O1_ord_41032,P7-O1,41032,103,P7-O1,graph_interictal_chb01_10
P7-O1_ord_41203,P7-O1_ord_41203,P7-O1,41203,104,P7-O1,graph_interictal_chb01_10
P7-O1_ord_41230,P7-O1_ord_41230,P7-O1,41230,105,P7-O1,graph_interictal_chb01_10
P7-O1_ord_41302,P7-O1_ord_41302,P7-O1,41302,106,P7-O1,graph_interictal_chb01_10
P7-O1_ord_41320,P7-O1_ord_41320,P7-O1,41320,107,P7-O1,graph_interictal_chb01_10
P7-O1_ord_42130,P7-O1_ord_42130,P7-O1,42130,111,P7-O1,graph_interictal_chb01_10
P7-O1_ord_42310,P7-O1_ord_42310,P7-O1,42310,113,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43012,P7-O1_ord_43012,P7-O1,43012,114,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43021,P7-O1_ord_43021,P7-O1,43021,115,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43102,P7-O1_ord_43102,P7-O1,43102,116,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43120,P7-O1_ord_43120,P7-O1,43120,117,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43201,P7-O1_ord_43201,P7-O1,43201,118,P7-O1,graph_interictal_chb01_10
P7-O1_ord_43210,P7-O1_ord_43210,P7-O1,43210,119,P7-O1,graph_interictal_chb01_10
FP1-F3_ord_01234,FP1-F3_ord_01234,FP1-F3,01234,0,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_01243,FP1-F3_ord_01243,FP1-F3,01243,1,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_01324,FP1-F3_ord_01324,FP1-F3,01324,2,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_01342,FP1-F3_ord_01342,FP1-F3,01342,3,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_01423,FP1-F3_ord_01423,FP1-F3,01423,4,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_01432,FP1-F3_ord_01432,FP1-F3,01432,5,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_02134,FP1-F3_ord_02134,FP1-F3,02134,6,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_02314,FP1-F3_ord_02314,FP1-F3,02314,8,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_03124,FP1-F3_ord_03124,FP1-F3,03124,12,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_03214,FP1-F3_ord_03214,FP1-F3,03214,14,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_03241,FP1-F3_ord_03241,FP1-F3,03241,15,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_03412,FP1-F3_ord_03412,FP1-F3,03412,16,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_03421,FP1-F3_ord_03421,FP1-F3,03421,17,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_04123,FP1-F3_ord_04123,FP1-F3,04123,18,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_04132,FP1-F3_ord_04132,FP1-F3,04132,19,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_04312,FP1-F3_ord_04312,FP1-F3,04312,22,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_04321,FP1-F3_ord_04321,FP1-F3,04321,23,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_10234,FP1-F3_ord_10234,FP1-F3,10234,24,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_10243,FP1-F3_ord_10243,FP1-F3,10243,25,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_10324,FP1-F3_ord_10324,FP1-F3,10324,26,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_10423,FP1-F3_ord_10423,FP1-F3,10423,28,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12034,FP1-F3_ord_12034,FP1-F3,12034,30,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12043,FP1-F3_ord_12043,FP1-F3,12043,31,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12304,FP1-F3_ord_12304,FP1-F3,12304,32,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12340,FP1-F3_ord_12340,FP1-F3,12340,33,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12403,FP1-F3_ord_12403,FP1-F3,12403,34,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_12430,FP1-F3_ord_12430,FP1-F3,12430,35,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_14023,FP1-F3_ord_14023,FP1-F3,14023,42,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_14203,FP1-F3_ord_14203,FP1-F3,14203,44,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_14230,FP1-F3_ord_14230,FP1-F3,14230,45,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_20134,FP1-F3_ord_20134,FP1-F3,20134,48,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_21034,FP1-F3_ord_21034,FP1-F3,21034,54,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_21304,FP1-F3_ord_21304,FP1-F3,21304,56,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_21340,FP1-F3_ord_21340,FP1-F3,21340,57,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_21430,FP1-F3_ord_21430,FP1-F3,21430,59,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_23014,FP1-F3_ord_23014,FP1-F3,23014,60,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_23104,FP1-F3_ord_23104,FP1-F3,23104,62,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_23140,FP1-F3_ord_23140,FP1-F3,23140,63,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_23410,FP1-F3_ord_23410,FP1-F3,23410,65,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_24130,FP1-F3_ord_24130,FP1-F3,24130,69,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_24310,FP1-F3_ord_24310,FP1-F3,24310,71,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_30214,FP1-F3_ord_30214,FP1-F3,30214,74,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_30421,FP1-F3_ord_30421,FP1-F3,30421,77,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32014,FP1-F3_ord_32014,FP1-F3,32014,84,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32041,FP1-F3_ord_32041,FP1-F3,32041,85,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32104,FP1-F3_ord_32104,FP1-F3,32104,86,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32140,FP1-F3_ord_32140,FP1-F3,32140,87,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32401,FP1-F3_ord_32401,FP1-F3,32401,88,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_32410,FP1-F3_ord_32410,FP1-F3,32410,89,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_34021,FP1-F3_ord_34021,FP1-F3,34021,91,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_34201,FP1-F3_ord_34201,FP1-F3,34201,94,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_34210,FP1-F3_ord_34210,FP1-F3,34210,95,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_40123,FP1-F3_ord_40123,FP1-F3,40123,96,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_40132,FP1-F3_ord_40132,FP1-F3,40132,97,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_40312,FP1-F3_ord_40312,FP1-F3,40312,100,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_40321,FP1-F3_ord_40321,FP1-F3,40321,101,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41023,FP1-F3_ord_41023,FP1-F3,41023,102,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41032,FP1-F3_ord_41032,FP1-F3,41032,103,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41203,FP1-F3_ord_41203,FP1-F3,41203,104,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41230,FP1-F3_ord_41230,FP1-F3,41230,105,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41302,FP1-F3_ord_41302,FP1-F3,41302,106,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_41320,FP1-F3_ord_41320,FP1-F3,41320,107,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_42130,FP1-F3_ord_42130,FP1-F3,42130,111,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_42310,FP1-F3_ord_42310,FP1-F3,42310,113,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43012,FP1-F3_ord_43012,FP1-F3,43012,114,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43021,FP1-F3_ord_43021,FP1-F3,43021,115,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43102,FP1-F3_ord_43102,FP1-F3,43102,116,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43120,FP1-F3_ord_43120,FP1-F3,43120,117,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43201,FP1-F3_ord_43201,FP1-F3,43201,118,FP1-F3,graph_interictal_chb01_10
FP1-F3_ord_43210,FP1-F3_ord_43210,FP1-F3,43210,119,FP1-F3,graph_interictal_chb01_10
F3-C3_ord_01234,F3-C3_ord_01234,F3-C3,01234,0,F3-C3,graph_interictal_chb01_10
F3-C3_ord_01243,F3-C3_ord_01243,F3-C3,01243,1,F3-C3,graph_interictal_chb01_10
F3-C3_ord_01324,F3-C3_ord_01324,F3-C3,01324,2,F3-C3,graph_interictal_chb01_10
F3-C3_ord_01342,F3-C3_ord_01342,F3-C3,01342,3,F3-C3,graph_interictal_chb01_10
F3-C3_ord_01423,F3-C3_ord_01423,F3-C3,01423,4,F3-C3,graph_interictal_chb01_10
F3-C3_ord_01432,F3-C3_ord_01432,F3-C3,01432,5,F3-C3,graph_interictal_chb01_10
F3-C3_ord_02134,F3-C3_ord_02134,F3-C3,02134,6,F3-C3,graph_interictal_chb01_10
F3-C3_ord_02314,F3-C3_ord_02314,F3-C3,02314,8,F3-C3,graph_interictal_chb01_10
F3-C3_ord_03124,F3-C3_ord_03124,F3-C3,03124,12,F3-C3,graph_interictal_chb01_10
F3-C3_ord_03214,F3-C3_ord_03214,F3-C3,03214,14,F3-C3,graph_interictal_chb01_10
F3-C3_ord_03412,F3-C3_ord_03412,F3-C3,03412,16,F3-C3,graph_interictal_chb01_10
F3-C3_ord_03421,F3-C3_ord_03421,F3-C3,03421,17,F3-C3,graph_interictal_chb01_10
F3-C3_ord_04123,F3-C3_ord_04123,F3-C3,04123,18,F3-C3,graph_interictal_chb01_10
F3-C3_ord_04132,F3-C3_ord_04132,F3-C3,04132,19,F3-C3,graph_interictal_chb01_10
F3-C3_ord_04213,F3-C3_ord_04213,F3-C3,04213,20,F3-C3,graph_interictal_chb01_10
F3-C3_ord_04312,F3-C3_ord_04312,F3-C3,04312,22,F3-C3,graph_interictal_chb01_10
F3-C3_ord_04321,F3-C3_ord_04321,F3-C3,04321,23,F3-C3,graph_interictal_chb01_10
F3-C3_ord_10234,F3-C3_ord_10234,F3-C3,10234,24,F3-C3,graph_interictal_chb01_10
F3-C3_ord_10243,F3-C3_ord_10243,F3-C3,10243,25,F3-C3,graph_interictal_chb01_10
F3-C3_ord_10423,F3-C3_ord_10423,F3-C3,10423,28,F3-C3,graph_interictal_chb01_10
F3-C3_ord_12034,F3-C3_ord_12034,F3-C3,12034,30,F3-C3,graph_interictal_chb01_10
F3-C3_ord_12043,F3-C3_ord_12043,F3-C3,12043,31,F3-C3,graph_interictal_chb01_10
F3-C3_ord_12304,F3-C3_ord_12304,F3-C3,12304,32,F3-C3,graph_interictal_chb01_10
F3-C3_ord_12403,F3-C3_ord_12403,F3-C3,12403,34,F3-C3,graph_interictal_chb01_10
F3-C3_ord_12430,F3-C3_ord_12430,F3-C3,12430,35,F3-C3,graph_interictal_chb01_10
F3-C3_ord_14023,F3-C3_ord_14023,F3-C3,14023,42,F3-C3,graph_interictal_chb01_10
F3-C3_ord_14230,F3-C3_ord_14230,F3-C3,14230,45,F3-C3,graph_interictal_chb01_10
F3-C3_ord_20143,F3-C3_ord_20143,F3-C3,20143,49,F3-C3,graph_interictal_chb01_10
F3-C3_ord_21034,F3-C3_ord_21034,F3-C3,21034,54,F3-C3,graph_interictal_chb01_10
F3-C3_ord_21304,F3-C3_ord_21304,F3-C3,21304,56,F3-C3,graph_interictal_chb01_10
F3-C3_ord_21340,F3-C3_ord_21340,F3-C3,21340,57,F3-C3,graph_interictal_chb01_10
F3-C3_ord_23014,F3-C3_ord_23014,F3-C3,23014,60,F3-C3,graph_interictal_chb01_10
F3-C3_ord_23104,F3-C3_ord_23104,F3-C3,23104,62,F3-C3,graph_interictal_chb01_10
F3-C3_ord_23140,F3-C3_ord_23140,F3-C3,23140,63,F3-C3,graph_interictal_chb01_10
F3-C3_ord_23410,F3-C3_ord_23410,F3-C3,23410,65,F3-C3,graph_interictal_chb01_10
F3-C3_ord_24310,F3-C3_ord_24310,F3-C3,24310,71,F3-C3,graph_interictal_chb01_10
F3-C3_ord_30214,F3-C3_ord_30214,F3-C3,30214,74,F3-C3,graph_interictal_chb01_10
F3-C3_ord_30241,F3-C3_ord_30241,F3-C3,30241,75,F3-C3,graph_interictal_chb01_10
F3-C3_ord_30421,F3-C3_ord_30421,F3-C3,30421,77,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32014,F3-C3_ord_32014,F3-C3,32014,84,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32041,F3-C3_ord_32041,F3-C3,32041,85,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32104,F3-C3_ord_32104,F3-C3,32104,86,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32140,F3-C3_ord_32140,F3-C3,32140,87,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32401,F3-C3_ord_32401,F3-C3,32401,88,F3-C3,graph_interictal_chb01_10
F3-C3_ord_32410,F3-C3_ord_32410,F3-C3,32410,89,F3-C3,graph_interictal_chb01_10
F3-C3_ord_34021,F3-C3_ord_34021,F3-C3,34021,91,F3-C3,graph_interictal_chb01_10
F3-C3_ord_34201,F3-C3_ord_34201,F3-C3,34201,94,F3-C3,graph_interictal_chb01_10
F3-C3_ord_34210,F3-C3_ord_34210,F3-C3,34210,95,F3-C3,graph_interictal_chb01_10
F3-C3_ord_40123,F3-C3_ord_40123,F3-C3,40123,96,F3-C3,graph_interictal_chb01_10
F3-C3_ord_40132,F3-C3_ord_40132,F3-C3,40132,97,F3-C3,graph_interictal_chb01_10
F3-C3_ord_40312,F3-C3_ord_40312,F3-C3,40312,100,F3-C3,graph_interictal_chb01_10
F3-C3_ord_40321,F3-C3_ord_40321,F3-C3,40321,101,F3-C3,graph_interictal_chb01_10
F3-C3_ord_41023,F3-C3_ord_41023,F3-C3,41023,102,F3-C3,graph_interictal_chb01_10
F3-C3_ord_41032,F3-C3_ord_41032,F3-C3,41032,103,F3-C3,graph_interictal_chb01_10
F3-C3_ord_41203,F3-C3_ord_41203,F3-C3,41203,104,F3-C3,graph_interictal_chb01_10
F3-C3_ord_41230,F3-C3_ord_41230,F3-C3,41230,105,F3-C3,graph_interictal_chb01_10
F3-C3_ord_41320,F3-C3_ord_41320,F3-C3,41320,107,F3-C3,graph_interictal_chb01_10
F3-C3_ord_42130,F3-C3_ord_42130,F3-C3,42130,111,F3-C3,graph_interictal_chb01_10
F3-C3_ord_42310,F3-C3_ord_42310,F3-C3,42310,113,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43012,F3-C3_ord_43012,F3-C3,43012,114,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43021,F3-C3_ord_43021,F3-C3,43021,115,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43102,F3-C3_ord_43102,F3-C3,43102,116,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43120,F3-C3_ord_43120,F3-C3,43120,117,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43201,F3-C3_ord_43201,F3-C3,43201,118,F3-C3,graph_interictal_chb01_10
F3-C3_ord_43210,F3-C3_ord_43210,F3-C3,43210,119,F3-C3,graph_interictal_chb01_10
C3-P3_ord_01234,C3-P3_ord_01234,C3-P3,01234,0,C3-P3,graph_interictal_chb01_10
C3-P3_ord_01243,C3-P3_ord_01243,C3-P3,01243,1,C3-P3,graph_interictal_chb01_10
C3-P3_ord_01324,C3-P3_ord_01324,C3-P3,01324,2,C3-P3,graph_interictal_chb01_10
C3-P3_ord_01342,C3-P3_ord_01342,C3-P3,01342,3,C3-P3,graph_interictal_chb01_10
C3-P3_ord_01423,C3-P3_ord_01423,C3-P3,01423,4,C3-P3,graph_interictal_chb01_10
C3-P3_ord_01432,C3-P3_ord_01432,C3-P3,01432,5,C3-P3,graph_interictal_chb01_10
C3-P3_ord_02134,C3-P3_ord_02134,C3-P3,02134,6,C3-P3,graph_interictal_chb01_10
C3-P3_ord_02314,C3-P3_ord_02314,C3-P3,02314,8,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03124,C3-P3_ord_03124,C3-P3,03124,12,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03142,C3-P3_ord_03142,C3-P3,03142,13,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03214,C3-P3_ord_03214,C3-P3,03214,14,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03241,C3-P3_ord_03241,C3-P3,03241,15,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03412,C3-P3_ord_03412,C3-P3,03412,16,C3-P3,graph_interictal_chb01_10
C3-P3_ord_03421,C3-P3_ord_03421,C3-P3,03421,17,C3-P3,graph_interictal_chb01_10
C3-P3_ord_04123,C3-P3_ord_04123,C3-P3,04123,18,C3-P3,graph_interictal_chb01_10
C3-P3_ord_04132,C3-P3_ord_04132,C3-P3,04132,19,C3-P3,graph_interictal_chb01_10
C3-P3_ord_04312,C3-P3_ord_04312,C3-P3,04312,22,C3-P3,graph_interictal_chb01_10
C3-P3_ord_04321,C3-P3_ord_04321,C3-P3,04321,23,C3-P3,graph_interictal_chb01_10
C3-P3_ord_10234,C3-P3_ord_10234,C3-P3,10234,24,C3-P3,graph_interictal_chb01_10
C3-P3_ord_10243,C3-P3_ord_10243,C3-P3,10243,25,C3-P3,graph_interictal_chb01_10
C3-P3_ord_10423,C3-P3_ord_10423,C3-P3,10423,28,C3-P3,graph_interictal_chb01_10
C3-P3_ord_12034,C3-P3_ord_12034,C3-P3,12034,30,C3-P3,graph_interictal_chb01_10
C3-P3_ord_12043,C3-P3_ord_12043,C3-P3,12043,31,C3-P3,graph_interictal_chb01_10
C3-P3_ord_12304,C3-P3_ord_12304,C3-P3,12304,32,C3-P3,graph_interictal_chb01_10
C3-P3_ord_12340,C3-P3_ord_12340,C3-P3,12340,33,C3-P3,graph_interictal_chb01_10
C3-P3_ord_12430,C3-P3_ord_12430,C3-P3,12430,35,C3-P3,graph_interictal_chb01_10
C3-P3_ord_14023,C3-P3_ord_14023,C3-P3,14023,42,C3-P3,graph_interictal_chb01_10
C3-P3_ord_14203,C3-P3_ord_14203,C3-P3,14203,44,C3-P3,graph_interictal_chb01_10
C3-P3_ord_14230,C3-P3_ord_14230,C3-P3,14230,45,C3-P3,graph_interictal_chb01_10
C3-P3_ord_20134,C3-P3_ord_20134,C3-P3,20134,48,C3-P3,graph_interictal_chb01_10
C3-P3_ord_20314,C3-P3_ord_20314,C3-P3,20314,50,C3-P3,graph_interictal_chb01_10
C3-P3_ord_21034,C3-P3_ord_21034,C3-P3,21034,54,C3-P3,graph_interictal_chb01_10
C3-P3_ord_21304,C3-P3_ord_21304,C3-P3,21304,56,C3-P3,graph_interictal_chb01_10
C3-P3_ord_21340,C3-P3_ord_21340,C3-P3,21340,57,C3-P3,graph_interictal_chb01_10
C3-P3_ord_21430,C3-P3_ord_21430,C3-P3,21430,59,C3-P3,graph_interictal_chb01_10
C3-P3_ord_23014,C3-P3_ord_23014,C3-P3,23014,60,C3-P3,graph_interictal_chb01_10
C3-P3_ord_23104,C3-P3_ord_23104,C3-P3,23104,62,C3-P3,graph_interictal_chb01_10
C3-P3_ord_23140,C3-P3_ord_23140,C3-P3,23140,63,C3-P3,graph_interictal_chb01_10
C3-P3_ord_23410,C3-P3_ord_23410,C3-P3,23410,65,C3-P3,graph_interictal_chb01_10
C3-P3_ord_24130,C3-P3_ord_24130,C3-P3,24130,69,C3-P3,graph_interictal_chb01_10
C3-P3_ord_24310,C3-P3_ord_24310,C3-P3,24310,71,C3-P3,graph_interictal_chb01_10
C3-P3_ord_30241,C3-P3_ord_30241,C3-P3,30241,75,C3-P3,graph_interictal_chb01_10
C3-P3_ord_30421,C3-P3_ord_30421,C3-P3,30421,77,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32014,C3-P3_ord_32014,C3-P3,32014,84,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32041,C3-P3_ord_32041,C3-P3,32041,85,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32104,C3-P3_ord_32104,C3-P3,32104,86,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32140,C3-P3_ord_32140,C3-P3,32140,87,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32401,C3-P3_ord_32401,C3-P3,32401,88,C3-P3,graph_interictal_chb01_10
C3-P3_ord_32410,C3-P3_ord_32410,C3-P3,32410,89,C3-P3,graph_interictal_chb01_10
C3-P3_ord_34021,C3-P3_ord_34021,C3-P3,34021,91,C3-P3,graph_interictal_chb01_10
C3-P3_ord_34201,C3-P3_ord_34201,C3-P3,34201,94,C3-P3,graph_interictal_chb01_10
C3-P3_ord_34210,C3-P3_ord_34210,C3-P3,34210,95,C3-P3,graph_interictal_chb01_10
C3-P3_ord_40123,C3-P3_ord_40123,C3-P3,40123,96,C3-P3,graph_interictal_chb01_10
C3-P3_ord_40132,C3-P3_ord_40132,C3-P3,40132,97,C3-P3,graph_interictal_chb01_10
C3-P3_ord_40312,C3-P3_ord_40312,C3-P3,40312,100,C3-P3,graph_interictal_chb01_10
C3-P3_ord_40321,C3-P3_ord_40321,C3-P3,40321,101,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41023,C3-P3_ord_41023,C3-P3,41023,102,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41032,C3-P3_ord_41032,C3-P3,41032,103,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41203,C3-P3_ord_41203,C3-P3,41203,104,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41230,C3-P3_ord_41230,C3-P3,41230,105,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41302,C3-P3_ord_41302,C3-P3,41302,106,C3-P3,graph_interictal_chb01_10
C3-P3_ord_41320,C3-P3_ord_41320,C3-P3,41320,107,C3-P3,graph_interictal_chb01_10
C3-P3_ord_42310,C3-P3_ord_42310,C3-P3,42310,113,C3-P3,graph_interictal_chb01_10
C3-P3_ord_43012,C3-P3_ord_43012,C3-P3,43012,114,C3-P3,graph_interictal_chb01_10
C3-P3_ord_43021,C3-P3_ord_43021,C3-P3,43021,115,C3-P3,graph_interictal_chb01_10
C3-P3_ord_43120,C3-P3_ord_43120,C3-P3,43120,117,C3-P3,graph_interictal_chb01_10
C3-P3_ord_43201,C3-P3_ord_43201,C3-P3,43201,118,C3-P3,graph_interictal_chb01_10
C3-P3_ord_43210,C3-P3_ord_43210,C3-P3,43210,119,C3-P3,graph_interictal_chb01_10
P3-O1_ord_01234,P3-O1_ord_01234,P3-O1,01234,0,P3-O1,graph_interictal_chb01_10
P3-O1_ord_01243,P3-O1_ord_01243,P3-O1,01243,1,P3-O1,graph_interictal_chb01_10
P3-O1_ord_01324,P3-O1_ord_01324,P3-O1,01324,2,P3-O1,graph_interictal_chb01_10
P3-O1_ord_01342,P3-O1_ord_01342,P3-O1,01342,3,P3-O1,graph_interictal_chb01_10
P3-O1_ord_01423,P3-O1_ord_01423,P3-O1,01423,4,P3-O1,graph_interictal_chb01_10
P3-O1_ord_01432,P3-O1_ord_01432,P3-O1,01432,5,P3-O1,graph_interictal_chb01_10
P3-O1_ord_02134,P3-O1_ord_02134,P3-O1,02134,6,P3-O1,graph_interictal_chb01_10
P3-O1_ord_02314,P3-O1_ord_02314,P3-O1,02314,8,P3-O1,graph_interictal_chb01_10
P3-O1_ord_03124,P3-O1_ord_03124,P3-O1,03124,12,P3-O1,graph_interictal_chb01_10
P3-O1_ord_03214,P3-O1_ord_03214,P3-O1,03214,14,P3-O1,graph_interictal_chb01_10
P3-O1_ord_03241,P3-O1_ord_03241,P3-O1,03241,15,P3-O1,graph_interictal_chb01_10
P3-O1_ord_03412,P3-O1_ord_03412,P3-O1,03412,16,P3-O1,graph_interictal_chb01_10
P3-O1_ord_03421,P3-O1_ord_03421,P3-O1,03421,17,P3-O1,graph_interictal_chb01_10
P3-O1_ord_04123,P3-O1_ord_04123,P3-O1,04123,18,P3-O1,graph_interictal_chb01_10
P3-O1_ord_04132,P3-O1_ord_04132,P3-O1,04132,19,P3-O1,graph_interictal_chb01_10
P3-O1_ord_04312,P3-O1_ord_04312,P3-O1,04312,22,P3-O1,graph_interictal_chb01_10
P3-O1_ord_04321,P3-O1_ord_04321,P3-O1,04321,23,P3-O1,graph_interictal_chb01_10
P3-O1_ord_10234,P3-O1_ord_10234,P3-O1,10234,24,P3-O1,graph_interictal_chb01_10
P3-O1_ord_10243,P3-O1_ord_10243,P3-O1,10243,25,P3-O1,graph_interictal_chb01_10
P3-O1_ord_10423,P3-O1_ord_10423,P3-O1,10423,28,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12034,P3-O1_ord_12034,P3-O1,12034,30,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12043,P3-O1_ord_12043,P3-O1,12043,31,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12304,P3-O1_ord_12304,P3-O1,12304,32,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12340,P3-O1_ord_12340,P3-O1,12340,33,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12403,P3-O1_ord_12403,P3-O1,12403,34,P3-O1,graph_interictal_chb01_10
P3-O1_ord_12430,P3-O1_ord_12430,P3-O1,12430,35,P3-O1,graph_interictal_chb01_10
P3-O1_ord_14023,P3-O1_ord_14023,P3-O1,14023,42,P3-O1,graph_interictal_chb01_10
P3-O1_ord_14230,P3-O1_ord_14230,P3-O1,14230,45,P3-O1,graph_interictal_chb01_10
P3-O1_ord_20134,P3-O1_ord_20134,P3-O1,20134,48,P3-O1,graph_interictal_chb01_10
P3-O1_ord_21034,P3-O1_ord_21034,P3-O1,21034,54,P3-O1,graph_interictal_chb01_10
P3-O1_ord_21304,P3-O1_ord_21304,P3-O1,21304,56,P3-O1,graph_interictal_chb01_10
P3-O1_ord_21340,P3-O1_ord_21340,P3-O1,21340,57,P3-O1,graph_interictal_chb01_10
P3-O1_ord_21430,P3-O1_ord_21430,P3-O1,21430,59,P3-O1,graph_interictal_chb01_10
P3-O1_ord_23014,P3-O1_ord_23014,P3-O1,23014,60,P3-O1,graph_interictal_chb01_10
P3-O1_ord_23104,P3-O1_ord_23104,P3-O1,23104,62,P3-O1,graph_interictal_chb01_10
P3-O1_ord_23140,P3-O1_ord_23140,P3-O1,23140,63,P3-O1,graph_interictal_chb01_10
